district,democrat,republican,other,state,year,target
28,17107.0,9481.0,0.0,oregon,2016,1
29,14248.0,9833.0,0.0,oregon,2016,1
3,8423.0,22348.0,0.0,oregon,2016,0
30,15336.0,11473.0,2498.0,oregon,2016,1
31,25003.0,0.0,5812.0,oregon,2016,1
32,18540.0,14157.0,0.0,oregon,2016,1
33,24466.0,10686.0,0.0,oregon,2016,1
34,18606.0,0.0,9875.0,oregon,2016,1
35,19609.0,0.0,11752.0,oregon,2016,1
36,28875.0,0.0,3519.0,oregon,2016,1
37,15393.0,18971.0,830.0,oregon,2016,0
38,26675.0,11533.0,0.0,oregon,2016,1
39,10963.0,22160.0,1009.0,oregon,2016,0
4,0.0,1.0,0.0,oregon,2016,0
40,16282.0,13829.0,865.0,oregon,2016,1
41,24589.0,9799.0,0.0,oregon,2016,1
42,33894.0,0.0,1739.0,oregon,2016,1
43,1.0,0.0,0.0,oregon,2016,1
44,23288.0,0.0,5700.0,oregon,2016,1
45,1.0,0.0,0.0,oregon,2016,1
46,1.0,0.0,0.0,oregon,2016,1
47,14323.0,0.0,7025.0,oregon,2016,1
48,15154.0,6774.0,956.0,oregon,2016,1
49,1.0,0.0,0.0,oregon,2016,1
5,22480.0,13273.0,0.0,oregon,2016,1
50,11840.0,7254.0,4433.0,oregon,2016,1
51,14310.0,13746.0,0.0,oregon,2016,1
52,14047.0,17582.0,0.0,oregon,2016,0
53,11727.0,24425.0,0.0,oregon,2016,0
54,17804.0,19352.0,0.0,oregon,2016,0
55,7951.0,24938.0,0.0,oregon,2016,0
56,10983.0,13272.0,2961.0,oregon,2016,0
57,0.0,1.0,0.0,oregon,2016,0
58,0.0,1.0,0.0,oregon,2016,0
59,8982.0,21392.0,0.0,oregon,2016,0
6,12213.0,15952.0,0.0,oregon,2016,0
60,0.0,1.0,0.0,oregon,2016,0
7,7148.0,19629.0,3185.0,oregon,2016,0
8,24300.0,9244.0,1434.0,oregon,2016,1
9,15437.0,14326.0,1197.0,oregon,2016,1
1,14785.0,5491.0,0.0,pennsylvania,2016,1
10,11224.0,15807.0,0.0,pennsylvania,2016,0
100,6140.0,17416.0,0.0,pennsylvania,2016,0
101,9752.0,19800.0,0.0,pennsylvania,2016,0
102,8549.0,19858.0,0.0,pennsylvania,2016,0
103,1.0,0.0,0.0,pennsylvania,2016,1
104,13940.0,19024.0,0.0,pennsylvania,2016,0
105,0.0,1.0,0.0,pennsylvania,2016,0
106,0.0,1.0,0.0,pennsylvania,2016,0
107,7170.0,18084.0,0.0,pennsylvania,2016,0
108,5963.0,19576.0,0.0,pennsylvania,2016,0
109,8537.0,16392.0,1494.0,pennsylvania,2016,0
11,0.0,1.0,0.0,pennsylvania,2016,0
110,0.0,1.0,0.0,pennsylvania,2016,0
111,0.0,1.0,0.0,pennsylvania,2016,0
112,15643.0,13824.0,0.0,pennsylvania,2016,1
113,18609.0,8248.0,0.0,pennsylvania,2016,1
114,21450.0,10495.0,0.0,pennsylvania,2016,1
115,11845.0,10969.0,0.0,pennsylvania,2016,1
116,7089.0,16695.0,0.0,pennsylvania,2016,0
117,0.0,24869.0,2065.0,pennsylvania,2016,0
118,1.0,0.0,0.0,pennsylvania,2016,1
119,13760.0,10707.0,0.0,pennsylvania,2016,1
12,11572.0,24405.0,0.0,pennsylvania,2016,0
120,8929.0,18843.0,0.0,pennsylvania,2016,0
121,14940.0,0.0,4189.0,pennsylvania,2016,1
122,10569.0,16269.0,514.0,pennsylvania,2016,0
123,1.0,0.0,0.0,pennsylvania,2016,1
124,0.0,1.0,0.0,pennsylvania,2016,0
125,0.0,1.0,0.0,pennsylvania,2016,0
126,1.0,0.0,0.0,pennsylvania,2016,1
127,1.0,0.0,0.0,pennsylvania,2016,1
128,0.0,1.0,0.0,pennsylvania,2016,0
129,0.0,1.0,0.0,pennsylvania,2016,0
13,11074.0,18446.0,0.0,pennsylvania,2016,0
130,0.0,1.0,0.0,pennsylvania,2016,0
131,12649.0,21379.0,0.0,pennsylvania,2016,0
132,16065.0,7866.0,0.0,pennsylvania,2016,1
133,15102.0,10648.0,1068.0,pennsylvania,2016,1
134,0.0,1.0,0.0,pennsylvania,2016,0
135,1.0,0.0,0.0,pennsylvania,2016,1
136,1.0,0.0,0.0,pennsylvania,2016,1
137,10518.0,20039.0,0.0,pennsylvania,2016,0
138,0.0,23287.0,2583.0,pennsylvania,2016,0
139,0.0,1.0,0.0,pennsylvania,2016,0
14,0.0,1.0,0.0,pennsylvania,2016,0
140,1.0,0.0,0.0,pennsylvania,2016,1
141,17743.0,9305.0,0.0,pennsylvania,2016,1
142,0.0,1.0,0.0,pennsylvania,2016,0
143,13663.0,24033.0,0.0,pennsylvania,2016,0
144,0.0,1.0,0.0,pennsylvania,2016,0
145,13372.0,18695.0,0.0,pennsylvania,2016,0
146,14381.0,15060.0,0.0,pennsylvania,2016,0
147,11597.0,20045.0,0.0,pennsylvania,2016,0
148,24669.0,14193.0,0.0,pennsylvania,2016,1
149,22393.0,11097.0,0.0,pennsylvania,2016,1
15,11318.0,19248.0,0.0,pennsylvania,2016,0
150,14352.0,17065.0,0.0,pennsylvania,2016,0
151,13119.0,20358.0,0.0,pennsylvania,2016,0
152,12439.0,21478.0,0.0,pennsylvania,2016,0
153,24496.0,12478.0,0.0,pennsylvania,2016,1
154,27067.0,7747.0,0.0,pennsylvania,2016,1
155,15686.0,21617.0,0.0,pennsylvania,2016,0
156,18267.0,18242.0,0.0,pennsylvania,2016,1
157,15156.0,19144.0,0.0,pennsylvania,2016,0
158,15590.0,17634.0,0.0,pennsylvania,2016,0
159,18161.0,5860.0,0.0,pennsylvania,2016,1
16,1.0,0.0,0.0,pennsylvania,2016,1
160,0.0,22178.0,5211.0,pennsylvania,2016,0
161,18218.0,17621.0,0.0,pennsylvania,2016,1
162,11225.0,19883.0,0.0,pennsylvania,2016,0
163,15313.0,18176.0,0.0,pennsylvania,2016,0
164,20448.0,5423.0,0.0,pennsylvania,2016,1
165,16193.0,20615.0,0.0,pennsylvania,2016,0
166,23783.0,12236.0,0.0,pennsylvania,2016,1
167,15734.0,20623.0,0.0,pennsylvania,2016,0
168,16447.0,21058.0,0.0,pennsylvania,2016,0
169,0.0,23042.0,5506.0,pennsylvania,2016,0
17,7633.0,18937.0,0.0,pennsylvania,2016,0
170,12192.0,14265.0,0.0,pennsylvania,2016,0
171,10749.0,23440.0,0.0,pennsylvania,2016,0
172,16124.0,9691.0,0.0,pennsylvania,2016,1
173,1.0,0.0,0.0,pennsylvania,2016,1
174,1.0,0.0,0.0,pennsylvania,2016,1
175,1.0,0.0,0.0,pennsylvania,2016,1
176,0.0,1.0,0.0,pennsylvania,2016,0
177,11491.0,14128.0,0.0,pennsylvania,2016,0
178,15021.0,23567.0,0.0,pennsylvania,2016,0
179,1.0,0.0,0.0,pennsylvania,2016,1
18,0.0,1.0,0.0,pennsylvania,2016,0
180,1.0,0.0,0.0,pennsylvania,2016,1
181,1.0,0.0,0.0,pennsylvania,2016,1
182,1.0,0.0,0.0,pennsylvania,2016,1
183,12700.0,17481.0,0.0,pennsylvania,2016,0
184,1.0,0.0,0.0,pennsylvania,2016,1
185,1.0,0.0,0.0,pennsylvania,2016,1
186,1.0,0.0,0.0,pennsylvania,2016,1
187,0.0,1.0,0.0,pennsylvania,2016,0
188,1.0,0.0,0.0,pennsylvania,2016,1
189,9272.0,16142.0,0.0,pennsylvania,2016,0
19,1.0,0.0,0.0,pennsylvania,2016,1
190,1.0,0.0,0.0,pennsylvania,2016,1
191,1.0,0.0,0.0,pennsylvania,2016,1
192,1.0,0.0,0.0,pennsylvania,2016,1
193,7345.0,21306.0,0.0,pennsylvania,2016,0
194,22960.0,9507.0,0.0,pennsylvania,2016,1
195,1.0,0.0,0.0,pennsylvania,2016,1
196,0.0,1.0,0.0,pennsylvania,2016,0
197,1.0,0.0,0.0,pennsylvania,2016,1
198,1.0,0.0,0.0,pennsylvania,2016,1
199,10598.0,19064.0,0.0,pennsylvania,2016,0
2,16051.0,9124.0,0.0,pennsylvania,2016,1
20,23000.0,0.0,5429.0,pennsylvania,2016,1
200,34012.0,1958.0,0.0,pennsylvania,2016,1
201,1.0,0.0,0.0,pennsylvania,2016,1
202,1.0,0.0,0.0,pennsylvania,2016,1
203,1.0,0.0,0.0,pennsylvania,2016,1
21,1.0,0.0,0.0,pennsylvania,2016,1
22,1.0,0.0,0.0,pennsylvania,2016,1
23,1.0,0.0,0.0,pennsylvania,2016,1
24,1.0,0.0,0.0,pennsylvania,2016,1
25,19218.0,11573.0,0.0,pennsylvania,2016,1
26,0.0,1.0,0.0,pennsylvania,2016,0
27,1.0,0.0,0.0,pennsylvania,2016,1
28,12958.0,24327.0,0.0,pennsylvania,2016,0
29,13529.0,22018.0,0.0,pennsylvania,2016,0
3,19595.0,13094.0,0.0,pennsylvania,2016,1
30,0.0,1.0,0.0,pennsylvania,2016,0
31,19071.0,18996.0,0.0,pennsylvania,2016,1
32,1.0,0.0,0.0,pennsylvania,2016,1
33,1.0,0.0,0.0,pennsylvania,2016,1
34,1.0,0.0,0.0,pennsylvania,2016,1
35,16170.0,9702.0,0.0,pennsylvania,2016,1
36,1.0,0.0,0.0,pennsylvania,2016,1
37,0.0,1.0,0.0,pennsylvania,2016,0
38,21271.0,11130.0,0.0,pennsylvania,2016,1
39,10180.0,22034.0,0.0,pennsylvania,2016,0
4,0.0,1.0,0.0,pennsylvania,2016,0
40,13115.0,24389.0,0.0,pennsylvania,2016,0
41,13227.0,21537.0,0.0,pennsylvania,2016,0
42,1.0,0.0,0.0,pennsylvania,2016,1
43,9649.0,19557.0,0.0,pennsylvania,2016,0
44,0.0,1.0,0.0,pennsylvania,2016,0
45,1.0,0.0,0.0,pennsylvania,2016,1
46,13238.0,20056.0,0.0,pennsylvania,2016,0
47,0.0,1.0,0.0,pennsylvania,2016,0
48,1.0,0.0,0.0,pennsylvania,2016,1
49,11667.0,13749.0,0.0,pennsylvania,2016,0
5,0.0,1.0,0.0,pennsylvania,2016,0
50,13044.0,11417.0,0.0,pennsylvania,2016,1
51,11779.0,13318.0,0.0,pennsylvania,2016,0
52,9360.0,16578.0,0.0,pennsylvania,2016,0
53,12205.0,17964.0,0.0,pennsylvania,2016,0
54,0.0,1.0,0.0,pennsylvania,2016,0
55,15554.0,12028.0,0.0,pennsylvania,2016,1
56,0.0,1.0,0.0,pennsylvania,2016,0
57,10909.0,20396.0,0.0,pennsylvania,2016,0
58,11159.0,17854.0,0.0,pennsylvania,2016,0
59,0.0,1.0,0.0,pennsylvania,2016,0
6,11467.0,17197.0,0.0,pennsylvania,2016,0
60,0.0,23937.0,3625.0,pennsylvania,2016,0
61,15732.0,20458.0,0.0,pennsylvania,2016,0
62,8544.0,18909.0,0.0,pennsylvania,2016,0
63,6289.0,19533.0,0.0,pennsylvania,2016,0
64,8987.0,16082.0,672.0,pennsylvania,2016,0
65,7830.0,18248.0,0.0,pennsylvania,2016,0
66,0.0,1.0,0.0,pennsylvania,2016,0
67,0.0,1.0,0.0,pennsylvania,2016,0
68,0.0,1.0,0.0,pennsylvania,2016,0
69,0.0,1.0,0.0,pennsylvania,2016,0
7,1.0,0.0,0.0,pennsylvania,2016,1
70,18433.0,9084.0,0.0,pennsylvania,2016,1
71,16557.0,11515.0,0.0,pennsylvania,2016,1
72,16361.0,12066.0,0.0,pennsylvania,2016,1
73,7571.0,18631.0,0.0,pennsylvania,2016,0
74,14045.0,14776.0,0.0,pennsylvania,2016,0
75,7904.0,21081.0,0.0,pennsylvania,2016,0
76,13213.0,12121.0,0.0,pennsylvania,2016,1
77,1.0,0.0,0.0,pennsylvania,2016,1
78,0.0,1.0,0.0,pennsylvania,2016,0
79,0.0,1.0,0.0,pennsylvania,2016,0
8,9446.0,18853.0,0.0,pennsylvania,2016,0
80,0.0,1.0,0.0,pennsylvania,2016,0
81,10796.0,18974.0,0.0,pennsylvania,2016,0
82,0.0,1.0,0.0,pennsylvania,2016,0
83,0.0,1.0,0.0,pennsylvania,2016,0
84,0.0,1.0,0.0,pennsylvania,2016,0
85,0.0,1.0,0.0,pennsylvania,2016,0
86,0.0,1.0,0.0,pennsylvania,2016,0
87,13687.0,22991.0,0.0,pennsylvania,2016,0
88,11001.0,20518.0,0.0,pennsylvania,2016,0
89,8167.0,21532.0,0.0,pennsylvania,2016,0
9,1.0,0.0,0.0,pennsylvania,2016,1
90,0.0,1.0,0.0,pennsylvania,2016,0
91,10113.0,20069.0,0.0,pennsylvania,2016,0
92,0.0,22517.0,8435.0,pennsylvania,2016,0
93,0.0,1.0,0.0,pennsylvania,2016,0
94,0.0,1.0,0.0,pennsylvania,2016,0
95,13726.0,8762.0,0.0,pennsylvania,2016,1
96,17340.0,6332.0,0.0,pennsylvania,2016,1
97,13403.0,22952.0,0.0,pennsylvania,2016,0
98,0.0,1.0,0.0,pennsylvania,2016,0
99,6219.0,17945.0,0.0,pennsylvania,2016,0
1,2963.0,0.0,1398.0,rhode island,2016,1
10,1.0,0.0,0.0,rhode island,2016,1
11,1.0,0.0,0.0,rhode island,2016,1
12,1815.0,0.0,1591.0,rhode island,2016,1
13,1.0,0.0,0.0,rhode island,2016,1
14,1.0,0.0,0.0,rhode island,2016,1
15,3611.0,3526.0,202.0,rhode island,2016,1
16,3355.0,3425.0,0.0,rhode island,2016,0
17,1.0,0.0,0.0,rhode island,2016,1
18,1.0,0.0,0.0,rhode island,2016,1
19,4352.0,0.0,2793.0,rhode island,2016,1
2,3476.0,636.0,0.0,rhode island,2016,1
20,2926.0,0.0,2129.0,rhode island,2016,1
21,2758.0,2179.0,1064.0,rhode island,2016,1
22,3847.0,0.0,2130.0,rhode island,2016,1
23,1.0,0.0,0.0,rhode island,2016,1
24,3910.0,3309.0,0.0,rhode island,2016,1
25,1.0,0.0,0.0,rhode island,2016,1
26,2079.0,3192.0,504.0,rhode island,2016,0
27,3543.0,0.0,2735.0,rhode island,2016,1
28,2463.0,4288.0,0.0,rhode island,2016,0
29,3269.0,3950.0,0.0,rhode island,2016,0
3,1.0,0.0,0.0,rhode island,2016,1
30,0.0,1.0,0.0,rhode island,2016,0
31,4293.0,3165.0,0.0,rhode island,2016,1
32,4337.0,3458.0,0.0,rhode island,2016,1
33,4466.0,0.0,2874.0,rhode island,2016,1
34,1.0,0.0,0.0,rhode island,2016,1
35,2825.0,0.0,2054.0,rhode island,2016,1
36,0.0,0.0,1.0,rhode island,2016,2
37,1.0,0.0,0.0,rhode island,2016,1
38,3173.0,0.0,2726.0,rhode island,2016,1
39,2737.0,4122.0,0.0,rhode island,2016,0
4,1.0,0.0,0.0,rhode island,2016,1
40,2185.0,5002.0,0.0,rhode island,2016,0
41,3871.0,4058.0,0.0,rhode island,2016,0
42,1.0,0.0,0.0,rhode island,2016,1
43,3585.0,0.0,2581.0,rhode island,2016,1
44,1.0,0.0,0.0,rhode island,2016,1
45,3129.0,1178.0,2230.0,rhode island,2016,1
46,3219.0,0.0,702.0,rhode island,2016,1
47,3122.0,2988.0,0.0,rhode island,2016,1
48,0.0,1.0,0.0,rhode island,2016,0
49,1.0,0.0,0.0,rhode island,2016,1
5,2460.0,610.0,0.0,rhode island,2016,1
50,1.0,0.0,0.0,rhode island,2016,1
51,1.0,0.0,0.0,rhode island,2016,1
52,4018.0,3627.0,0.0,rhode island,2016,1
53,3540.0,2648.0,0.0,rhode island,2016,1
54,1.0,0.0,0.0,rhode island,2016,1
55,1.0,0.0,0.0,rhode island,2016,1
56,1.0,0.0,0.0,rhode island,2016,1
57,1.0,0.0,0.0,rhode island,2016,1
58,2554.0,0.0,857.0,rhode island,2016,1
59,3044.0,0.0,258.0,rhode island,2016,1
6,1.0,0.0,0.0,rhode island,2016,1
60,1.0,0.0,0.0,rhode island,2016,1
61,2886.0,0.0,1539.0,rhode island,2016,1
62,1.0,0.0,0.0,rhode island,2016,1
63,4155.0,2191.0,0.0,rhode island,2016,1
64,1.0,0.0,0.0,rhode island,2016,1
65,1.0,0.0,0.0,rhode island,2016,1
66,1.0,0.0,0.0,rhode island,2016,1
67,3736.0,0.0,1715.0,rhode island,2016,1
68,4078.0,0.0,2529.0,rhode island,2016,1
69,2607.0,1917.0,809.0,rhode island,2016,1
7,3496.0,0.0,623.0,rhode island,2016,1
70,1.0,0.0,0.0,rhode island,2016,1
71,3973.0,3249.0,0.0,rhode island,2016,1
72,3625.0,3791.0,0.0,rhode island,2016,0
73,1.0,0.0,0.0,rhode island,2016,1
74,3389.0,3162.0,0.0,rhode island,2016,1
75,2909.0,0.0,2265.0,rhode island,2016,1
8,1.0,0.0,0.0,rhode island,2016,1
9,1.0,0.0,0.0,rhode island,2016,1
1,0.0,13935.0,0.0,south carolina,2016,0
10,3186.0,13823.0,0.0,south carolina,2016,0
100,6294.0,12714.0,0.0,south carolina,2016,0
101,11953.0,0.0,0.0,south carolina,2016,1
102,10695.0,0.0,0.0,south carolina,2016,1
103,11822.0,0.0,0.0,south carolina,2016,1
104,0.0,16759.0,0.0,south carolina,2016,0
105,0.0,11410.0,0.0,south carolina,2016,0
106,0.0,17841.0,0.0,south carolina,2016,0
107,0.0,13048.0,0.0,south carolina,2016,0
108,0.0,17046.0,0.0,south carolina,2016,0
109,11126.0,0.0,0.0,south carolina,2016,1
11,0.0,10472.0,0.0,south carolina,2016,0
110,6416.0,11961.0,0.0,south carolina,2016,0
111,11978.0,0.0,0.0,south carolina,2016,1
112,0.0,17868.0,0.0,south carolina,2016,0
113,10617.0,0.0,0.0,south carolina,2016,1
114,7487.0,11576.0,0.0,south carolina,2016,0
115,0.0,14957.0,0.0,south carolina,2016,0
116,9955.0,8573.0,0.0,south carolina,2016,1
117,0.0,8727.0,0.0,south carolina,2016,0
118,0.0,13291.0,1933.0,south carolina,2016,0
119,12146.0,7699.0,0.0,south carolina,2016,1
12,7583.0,5409.0,0.0,south carolina,2016,1
120,0.0,14022.0,0.0,south carolina,2016,0
121,9092.0,5617.0,0.0,south carolina,2016,1
122,12127.0,0.0,0.0,south carolina,2016,1
123,0.0,14425.0,0.0,south carolina,2016,0
124,5399.0,10656.0,0.0,south carolina,2016,0
13,4753.0,12498.0,0.0,south carolina,2016,0
14,0.0,13631.0,0.0,south carolina,2016,0
15,4713.0,5936.0,0.0,south carolina,2016,0
16,5388.0,10209.0,0.0,south carolina,2016,0
17,0.0,15681.0,0.0,south carolina,2016,0
18,0.0,15208.0,0.0,south carolina,2016,0
19,0.0,10379.0,0.0,south carolina,2016,0
2,0.0,13988.0,0.0,south carolina,2016,0
20,0.0,15314.0,0.0,south carolina,2016,0
21,0.0,17589.0,0.0,south carolina,2016,0
22,0.0,13029.0,0.0,south carolina,2016,0
23,9193.0,0.0,0.0,south carolina,2016,1
24,0.0,16200.0,0.0,south carolina,2016,0
25,9029.0,0.0,2299.0,south carolina,2016,1
26,6785.0,14328.0,0.0,south carolina,2016,0
27,0.0,14295.0,0.0,south carolina,2016,0
28,0.0,14700.0,0.0,south carolina,2016,0
29,0.0,12372.0,0.0,south carolina,2016,0
3,0.0,8653.0,1651.0,south carolina,2016,0
30,0.0,10976.0,0.0,south carolina,2016,0
31,7993.0,2362.0,0.0,south carolina,2016,1
32,0.0,13167.0,0.0,south carolina,2016,0
33,0.0,13551.0,0.0,south carolina,2016,0
34,6353.0,10713.0,0.0,south carolina,2016,0
35,0.0,16786.0,0.0,south carolina,2016,0
36,0.0,11716.0,0.0,south carolina,2016,0
37,4509.0,10386.0,0.0,south carolina,2016,0
38,0.0,13956.0,0.0,south carolina,2016,0
39,4231.0,11322.0,0.0,south carolina,2016,0
4,0.0,14447.0,1532.0,south carolina,2016,0
40,6807.0,9719.0,0.0,south carolina,2016,0
41,14407.0,0.0,0.0,south carolina,2016,1
42,8099.0,6746.0,0.0,south carolina,2016,1
43,0.0,11904.0,0.0,south carolina,2016,0
44,10469.0,0.0,0.0,south carolina,2016,1
45,8714.0,16709.0,0.0,south carolina,2016,0
46,0.0,14019.0,0.0,south carolina,2016,0
47,0.0,13579.0,2659.0,south carolina,2016,0
48,0.0,15939.0,0.0,south carolina,2016,0
49,11361.0,0.0,0.0,south carolina,2016,1
5,0.0,15069.0,0.0,south carolina,2016,0
50,11983.0,0.0,0.0,south carolina,2016,1
51,12217.0,0.0,0.0,south carolina,2016,1
52,13471.0,0.0,0.0,south carolina,2016,1
53,4803.0,7672.0,0.0,south carolina,2016,0
54,8643.0,4472.0,0.0,south carolina,2016,1
55,10317.0,0.0,0.0,south carolina,2016,1
56,0.0,13685.0,0.0,south carolina,2016,0
57,11314.0,3333.0,0.0,south carolina,2016,1
58,4662.0,10769.0,0.0,south carolina,2016,0
59,11510.0,0.0,0.0,south carolina,2016,1
6,0.0,13809.0,0.0,south carolina,2016,0
60,0.0,10813.0,0.0,south carolina,2016,0
61,10086.0,0.0,0.0,south carolina,2016,1
62,12176.0,0.0,0.0,south carolina,2016,1
63,0.0,14136.0,0.0,south carolina,2016,0
64,13126.0,0.0,0.0,south carolina,2016,1
65,0.0,11668.0,0.0,south carolina,2016,0
66,12626.0,0.0,0.0,south carolina,2016,1
67,0.0,11808.0,0.0,south carolina,2016,0
68,0.0,13049.0,0.0,south carolina,2016,0
69,0.0,15528.0,0.0,south carolina,2016,0
7,0.0,10566.0,0.0,south carolina,2016,0
70,12513.0,0.0,0.0,south carolina,2016,1
71,0.0,17313.0,0.0,south carolina,2016,0
72,8491.0,0.0,0.0,south carolina,2016,1
73,11222.0,0.0,0.0,south carolina,2016,1
74,12174.0,0.0,0.0,south carolina,2016,1
75,6175.0,9072.0,0.0,south carolina,2016,0
76,13094.0,0.0,0.0,south carolina,2016,1
77,16994.0,0.0,0.0,south carolina,2016,1
78,11815.0,0.0,0.0,south carolina,2016,1
79,13366.0,4581.0,354.0,south carolina,2016,1
8,4969.0,10751.0,0.0,south carolina,2016,0
80,12248.0,0.0,0.0,south carolina,2016,1
81,0.0,16781.0,0.0,south carolina,2016,0
82,10964.0,0.0,0.0,south carolina,2016,1
83,0.0,14589.0,0.0,south carolina,2016,0
84,0.0,11884.0,0.0,south carolina,2016,0
85,0.0,17515.0,0.0,south carolina,2016,0
86,0.0,12312.0,0.0,south carolina,2016,0
87,0.0,18884.0,0.0,south carolina,2016,0
88,0.0,13208.0,0.0,south carolina,2016,0
89,4824.0,8956.0,586.0,south carolina,2016,0
9,4747.0,10062.0,0.0,south carolina,2016,0
90,7945.0,6624.0,0.0,south carolina,2016,1
91,11326.0,0.0,0.0,south carolina,2016,1
92,0.0,11443.0,0.0,south carolina,2016,0
93,12559.0,0.0,0.0,south carolina,2016,1
94,4779.0,11147.0,0.0,south carolina,2016,0
95,12403.0,0.0,0.0,south carolina,2016,1
96,3024.0,9494.0,0.0,south carolina,2016,0
97,11503.0,0.0,0.0,south carolina,2016,1
98,0.0,12235.0,0.0,south carolina,2016,0
99,0.0,15967.0,0.0,south carolina,2016,0
1,0.0,1.0,0.0,tennessee,2016,0
10,0.0,1.0,0.0,tennessee,2016,0
11,4374.0,15318.0,0.0,tennessee,2016,0
12,0.0,1.0,0.0,tennessee,2016,0
13,11011.0,11162.0,0.0,tennessee,2016,0
14,9235.0,24849.0,0.0,tennessee,2016,0
15,9242.0,0.0,4968.0,tennessee,2016,1
16,0.0,1.0,0.0,tennessee,2016,0
17,0.0,1.0,0.0,tennessee,2016,0
18,10742.0,15572.0,0.0,tennessee,2016,0
19,0.0,1.0,0.0,tennessee,2016,0
2,4940.0,20334.0,0.0,tennessee,2016,0
20,0.0,19106.0,4669.0,tennessee,2016,0
21,5447.0,21087.0,916.0,tennessee,2016,0
22,4486.0,20064.0,0.0,tennessee,2016,0
23,0.0,19998.0,3337.0,tennessee,2016,0
24,0.0,1.0,0.0,tennessee,2016,0
25,6077.0,22335.0,0.0,tennessee,2016,0
26,0.0,1.0,0.0,tennessee,2016,0
27,8142.0,20995.0,0.0,tennessee,2016,0
28,1.0,0.0,0.0,tennessee,2016,1
29,0.0,1.0,0.0,tennessee,2016,0
3,0.0,19316.0,3129.0,tennessee,2016,0
30,8622.0,17044.0,916.0,tennessee,2016,0
31,0.0,1.0,0.0,tennessee,2016,0
32,3409.0,15627.0,5836.0,tennessee,2016,0
33,8057.0,15743.0,0.0,tennessee,2016,0
34,9939.0,19962.0,0.0,tennessee,2016,0
35,0.0,1.0,0.0,tennessee,2016,0
36,5297.0,13944.0,0.0,tennessee,2016,0
37,9640.0,14744.0,0.0,tennessee,2016,0
38,3841.0,16988.0,0.0,tennessee,2016,0
39,7522.0,15920.0,0.0,tennessee,2016,0
4,0.0,1.0,0.0,tennessee,2016,0
40,7450.0,20364.0,0.0,tennessee,2016,0
41,12238.0,10021.0,0.0,tennessee,2016,1
42,5986.0,17486.0,0.0,tennessee,2016,0
43,10213.0,11692.0,0.0,tennessee,2016,0
44,5642.0,18009.0,0.0,tennessee,2016,0
45,0.0,1.0,0.0,tennessee,2016,0
46,6589.0,19785.0,0.0,tennessee,2016,0
47,0.0,1.0,0.0,tennessee,2016,0
48,8726.0,16381.0,0.0,tennessee,2016,0
49,8604.0,13531.0,0.0,tennessee,2016,0
5,0.0,1.0,0.0,tennessee,2016,0
50,15188.0,13861.0,0.0,tennessee,2016,1
51,1.0,0.0,0.0,tennessee,2016,1
52,1.0,0.0,0.0,tennessee,2016,1
53,12457.0,9208.0,0.0,tennessee,2016,1
54,19782.0,0.0,3251.0,tennessee,2016,1
55,1.0,0.0,0.0,tennessee,2016,1
56,15224.0,21069.0,0.0,tennessee,2016,0
57,10870.0,24444.0,0.0,tennessee,2016,0
58,1.0,0.0,0.0,tennessee,2016,1
59,1.0,0.0,0.0,tennessee,2016,1
6,6807.0,18213.0,0.0,tennessee,2016,0
60,15103.0,11799.0,0.0,tennessee,2016,1
61,0.0,1.0,0.0,tennessee,2016,0
62,4824.0,15954.0,0.0,tennessee,2016,0
63,11125.0,28390.0,0.0,tennessee,2016,0
64,0.0,19984.0,7516.0,tennessee,2016,0
65,8947.0,21649.0,0.0,tennessee,2016,0
66,6589.0,18432.0,0.0,tennessee,2016,0
67,10564.0,0.0,6562.0,tennessee,2016,1
68,0.0,1.0,0.0,tennessee,2016,0
69,7391.0,14144.0,0.0,tennessee,2016,0
7,6840.0,14385.0,0.0,tennessee,2016,0
70,5645.0,15365.0,2000.0,tennessee,2016,0
71,0.0,1.0,0.0,tennessee,2016,0
72,0.0,1.0,0.0,tennessee,2016,0
73,0.0,1.0,0.0,tennessee,2016,0
74,8021.0,11260.0,0.0,tennessee,2016,0
75,5771.0,14816.0,1917.0,tennessee,2016,0
76,4327.0,13038.0,3215.0,tennessee,2016,0
77,0.0,16326.0,3809.0,tennessee,2016,0
78,6539.0,18679.0,0.0,tennessee,2016,0
79,0.0,1.0,0.0,tennessee,2016,0
8,0.0,1.0,0.0,tennessee,2016,0
80,1.0,0.0,0.0,tennessee,2016,1
81,4842.0,15535.0,0.0,tennessee,2016,0
82,10443.0,8220.0,0.0,tennessee,2016,1
83,9506.0,16900.0,0.0,tennessee,2016,0
84,1.0,0.0,0.0,tennessee,2016,1
85,1.0,0.0,0.0,tennessee,2016,1
86,14945.0,5442.0,0.0,tennessee,2016,1
87,1.0,0.0,0.0,tennessee,2016,1
88,14918.0,0.0,2834.0,tennessee,2016,1
89,8305.0,19735.0,0.0,tennessee,2016,0
9,0.0,15536.0,4516.0,tennessee,2016,0
90,1.0,0.0,0.0,tennessee,2016,1
91,14580.0,3125.0,0.0,tennessee,2016,1
92,5693.0,16475.0,0.0,tennessee,2016,0
93,13832.0,0.0,2666.0,tennessee,2016,1
94,6088.0,20006.0,0.0,tennessee,2016,0
95,0.0,1.0,0.0,tennessee,2016,0
96,14150.0,13785.0,0.0,tennessee,2016,1
97,0.0,1.0,0.0,tennessee,2016,0
