district,percent uninsured,state
36,8.3,maine
37,2.5,maine
38,5.6,maine
39,7.7,maine
40,10.8,maine
41,10.6,maine
42,3.4,maine
43,4.6,maine
44,0.8,maine
45,2.6,maine
46,7.1,maine
47,5.6,maine
48,2.7,maine
49,4.2,maine
50,4.1,maine
51,10.0,maine
52,9.8,maine
53,9.5,maine
54,5.8,maine
55,5.3,maine
56,7.6,maine
57,4.3,maine
58,6.1,maine
59,9.6,maine
60,12.2,maine
61,9.1,maine
62,9.0,maine
63,6.5,maine
64,6.1,maine
65,6.3,maine
66,7.7,maine
67,5.8,maine
68,9.6,maine
69,11.9,maine
70,10.8,maine
71,5.7,maine
72,11.7,maine
73,6.6,maine
74,8.0,maine
75,6.0,maine
76,5.4,maine
77,6.2,maine
78,10.4,maine
79,9.1,maine
80,12.2,maine
81,5.9,maine
82,6.4,maine
83,6.7,maine
84,5.2,maine
85,7.1,maine
86,8.1,maine
87,7.7,maine
88,10.3,maine
89,9.3,maine
90,8.8,maine
91,8.4,maine
92,6.8,maine
93,6.4,maine
94,8.5,maine
95,9.5,maine
96,7.7,maine
97,9.2,maine
98,11.1,maine
99,18.9,maine
100,9.3,maine
101,4.1,maine
102,12.9,maine
103,5.1,maine
104,10.1,maine
105,9.8,maine
106,8.5,maine
107,6.8,maine
108,10.1,maine
109,9.1,maine
110,6.0,maine
111,8.9,maine
112,13.6,maine
113,9.9,maine
114,9.1,maine
115,7.7,maine
116,9.8,maine
117,9.6,maine
118,9.1,maine
119,12.7,maine
120,11.1,maine
121,10.0,maine
122,7.8,maine
123,3.5,maine
124,8.5,maine
125,5.3,maine
126,7.6,maine
127,7.4,maine
128,10.4,maine
129,7.8,maine
130,9.1,maine
131,8.0,maine
132,9.9,maine
133,12.9,maine
134,13.2,maine
135,6.6,maine
136,10.9,maine
137,11.9,maine
138,16.3,maine
139,11.5,maine
140,9.3,maine
141,9.8,maine
142,10.6,maine
143,6.8,maine
144,9.4,maine
145,14.5,maine
146,8.0,maine
147,8.8,maine
148,6.4,maine
149,5.8,maine
150,6.4,maine
151,8.0,maine
1st barnstable,3.5,massachusetts
2nd barnstable,5.5,massachusetts
3rd barnstable,2.5,massachusetts
4th barnstable,2.5,massachusetts
"barnstable, dukes & nantucket",4.1,massachusetts
1st berkshire,2.4,massachusetts
2nd berkshire,2.6,massachusetts
3rd berkshire,3.0,massachusetts
4th berkshire,2.5,massachusetts
1st bristol,1.7,massachusetts
2nd bristol,3.1,massachusetts
3rd bristol,2.5,massachusetts
4th bristol,1.6,massachusetts
5th bristol,1.7,massachusetts
6th bristol,4.7,massachusetts
7th bristol,3.7,massachusetts
8th bristol,3.1,massachusetts
9th bristol,2.1,massachusetts
10th bristol,2.6,massachusetts
11th bristol,4.8,massachusetts
12th bristol,1.9,massachusetts
13th bristol,4.3,massachusetts
14th bristol,1.9,massachusetts
1st essex,2.2,massachusetts
2nd essex,1.3,massachusetts
3rd essex,4.5,massachusetts
4th essex,0.9,massachusetts
5th essex,3.0,massachusetts
6th essex,1.3,massachusetts
7th essex,2.4,massachusetts
8th essex,1.5,massachusetts
9th essex,2.2,massachusetts
10th essex,5.0,massachusetts
11th essex,4.3,massachusetts
12th essex,3.0,massachusetts
13th essex,1.8,massachusetts
14th essex,4.0,massachusetts
15th essex,3.4,massachusetts
16th essex,6.2,massachusetts
17th essex,5.4,massachusetts
1st franklin,1.9,massachusetts
2nd franklin,2.5,massachusetts
1st hampden,2.5,massachusetts
2nd hampden,1.5,massachusetts
3rd hampden,2.2,massachusetts
4th hampden,2.2,massachusetts
5th hampden,3.3,massachusetts
6th hampden,4.0,massachusetts
7th hampden,2.7,massachusetts
8th hampden,3.3,massachusetts
9th hampden,3.2,massachusetts
10th hampden,4.5,massachusetts
11th hampden,4.3,massachusetts
12th hampden,1.9,massachusetts
18th essex,1.4,massachusetts
1st hampshire,1.6,massachusetts
2nd hampshire,3.3,massachusetts
3rd hampshire,2.8,massachusetts
1st middlesex,2.1,massachusetts
2nd middlesex,1.2,massachusetts
3rd middlesex,2.2,massachusetts
4th middlesex,3.9,massachusetts
5th middlesex,1.6,massachusetts
6th middlesex,3.5,massachusetts
7th middlesex,6.5,massachusetts
8th middlesex,1.1,massachusetts
9th middlesex,1.5,massachusetts
10th middlesex,4.5,massachusetts
11th middlesex,1.4,massachusetts
12th middlesex,1.0,massachusetts
13th middlesex,2.0,massachusetts
14th middlesex,1.6,massachusetts
15th middlesex,0.9,massachusetts
16th middlesex,4.1,massachusetts
17th middlesex,4.4,massachusetts
18th middlesex,4.4,massachusetts
19th middlesex,0.7,massachusetts
20th middlesex,0.9,massachusetts
21st middlesex,1.7,massachusetts
22nd middlesex,2.0,massachusetts
23rd middlesex,1.3,massachusetts
24th middlesex,1.6,massachusetts
25th middlesex,2.0,massachusetts
26th middlesex,3.0,massachusetts
27th middlesex,1.7,massachusetts
28th middlesex,7.3,massachusetts
29th middlesex,2.7,massachusetts
30th middlesex,2.0,massachusetts
31st middlesex,2.1,massachusetts
32nd middlesex,1.9,massachusetts
33rd middlesex,5.2,massachusetts
34th middlesex,3.9,massachusetts
35th middlesex,3.6,massachusetts
36th middlesex,2.0,massachusetts
37th middlesex,1.7,massachusetts
18th worcester,1.6,massachusetts
5th barnstable,2.2,massachusetts
1st norfolk,1.9,massachusetts
2nd norfolk,3.8,massachusetts
3rd norfolk,3.3,massachusetts
4th norfolk,2.9,massachusetts
5th norfolk,1.4,massachusetts
6th norfolk,1.5,massachusetts
7th norfolk,2.4,massachusetts
8th norfolk,1.6,massachusetts
9th norfolk,1.2,massachusetts
10th norfolk,0.7,massachusetts
11th norfolk,1.8,massachusetts
12th norfolk,1.5,massachusetts
13th norfolk,1.1,massachusetts
14th norfolk,1.1,massachusetts
15th norfolk,1.6,massachusetts
1st plymouth,2.6,massachusetts
2nd plymouth,3.3,massachusetts
3rd plymouth,1.1,massachusetts
4th plymouth,2.1,massachusetts
5th plymouth,1.2,massachusetts
6th plymouth,1.4,massachusetts
7th plymouth,1.9,massachusetts
8th plymouth,1.2,massachusetts
9th plymouth,5.5,massachusetts
10th plymouth,5.0,massachusetts
11th plymouth,1.7,massachusetts
12th plymouth,1.9,massachusetts
1st suffolk,7.4,massachusetts
2nd suffolk,4.6,massachusetts
3rd suffolk,2.1,massachusetts
4th suffolk,2.5,massachusetts
5th suffolk,6.6,massachusetts
6th suffolk,4.4,massachusetts
7th suffolk,3.4,massachusetts
8th suffolk,2.1,massachusetts
9th suffolk,2.4,massachusetts
10th suffolk,2.0,massachusetts
11th suffolk,3.5,massachusetts
12th suffolk,3.5,massachusetts
13th suffolk,2.7,massachusetts
14th suffolk,4.1,massachusetts
15th suffolk,2.2,massachusetts
16th suffolk,4.4,massachusetts
17th suffolk,4.3,massachusetts
18th suffolk,2.9,massachusetts
19th suffolk,4.4,massachusetts
1st worcester,0.8,massachusetts
2nd worcester,2.3,massachusetts
3rd worcester,2.7,massachusetts
4th worcester,3.2,massachusetts
5th worcester,2.2,massachusetts
6th worcester,2.5,massachusetts
7th worcester,1.3,massachusetts
8th worcester,1.1,massachusetts
9th worcester,2.7,massachusetts
10th worcester,3.9,massachusetts
11th worcester,2.1,massachusetts
12th worcester,2.3,massachusetts
13th worcester,2.3,massachusetts
14th worcester,2.3,massachusetts
15th worcester,3.0,massachusetts
16th worcester,2.6,massachusetts
17th worcester,4.0,massachusetts
1,6.2,michigan
2,5.1,michigan
3,8.5,michigan
4,8.1,michigan
5,12.4,michigan
6,8.4,michigan
7,6.5,michigan
8,6.1,michigan
9,6.9,michigan
10,8.5,michigan
11,6.2,michigan
12,5.5,michigan
13,4.6,michigan
14,6.2,michigan
15,5.1,michigan
16,6.2,michigan
17,4.0,michigan
18,5.0,michigan
19,2.9,michigan
20,3.6,michigan
21,2.5,michigan
22,5.8,michigan
23,2.4,michigan
24,3.8,michigan
25,5.7,michigan
26,4.2,michigan
27,5.3,michigan
28,6.5,michigan
29,10.4,michigan
30,6.8,michigan
31,5.5,michigan
32,4.7,michigan
33,3.0,michigan
34,7.0,michigan
35,3.9,michigan
36,5.2,michigan
37,3.8,michigan
38,3.7,michigan
39,4.3,michigan
40,1.8,michigan
41,2.6,michigan
42,3.1,michigan
43,5.0,michigan
44,3.9,michigan
45,2.8,michigan
46,3.2,michigan
47,3.9,michigan
48,6.0,michigan
49,5.9,michigan
50,4.9,michigan
51,4.0,michigan
52,2.2,michigan
53,2.5,michigan
54,5.4,michigan
55,2.6,michigan
56,3.7,michigan
57,6.1,michigan
58,8.5,michigan
59,8.1,michigan
60,6.8,michigan
61,4.8,michigan
62,5.5,michigan
63,4.5,michigan
64,6.5,michigan
65,4.7,michigan
66,7.5,michigan
67,4.7,michigan
68,6.8,michigan
69,3.5,michigan
70,6.5,michigan
71,4.5,michigan
72,4.8,michigan
73,3.3,michigan
74,4.3,michigan
75,11.6,michigan
76,5.4,michigan
77,6.1,michigan
78,6.8,michigan
79,5.9,michigan
80,5.2,michigan
81,5.5,michigan
82,7.3,michigan
83,6.8,michigan
84,5.5,michigan
85,4.2,michigan
86,4.2,michigan
87,4.4,michigan
88,3.4,michigan
89,2.8,michigan
90,4.5,michigan
91,4.2,michigan
92,5.7,michigan
93,4.0,michigan
94,2.9,michigan
95,5.3,michigan
96,6.3,michigan
97,9.4,michigan
98,4.0,michigan
99,7.5,michigan
100,7.6,michigan
101,5.9,michigan
102,7.5,michigan
103,6.7,michigan
104,6.1,michigan
105,7.4,michigan
106,5.7,michigan
107,7.2,michigan
108,5.2,michigan
109,4.5,michigan
110,6.6,michigan
1a,3.8,minnesota
1b,3.9,minnesota
2a,9.3,minnesota
2b,9.0,minnesota
3a,4.8,minnesota
3b,3.4,minnesota
4a,4.4,minnesota
4b,4.5,minnesota
5a,7.0,minnesota
5b,5.3,minnesota
6a,3.5,minnesota
6b,3.4,minnesota
7a,4.0,minnesota
7b,4.3,minnesota
8a,5.0,minnesota
8b,4.6,minnesota
9a,8.3,minnesota
9b,5.0,minnesota
10a,4.8,minnesota
10b,5.0,minnesota
11a,4.1,minnesota
11b,6.5,minnesota
12a,3.8,minnesota
12b,4.1,minnesota
13a,3.3,minnesota
13b,2.0,minnesota
14a,4.2,minnesota
14b,4.6,minnesota
15a,4.9,minnesota
15b,3.4,minnesota
16a,4.8,minnesota
16b,4.5,minnesota
17a,6.2,minnesota
17b,5.5,minnesota
18a,5.3,minnesota
18b,5.0,minnesota
19a,3.3,minnesota
19b,4.0,minnesota
20a,4.0,minnesota
20b,3.9,minnesota
21a,5.9,minnesota
21b,4.7,minnesota
22a,5.5,minnesota
22b,7.3,minnesota
23a,5.8,minnesota
23b,5.8,minnesota
24a,3.3,minnesota
24b,6.5,minnesota
25a,3.0,minnesota
25b,3.3,minnesota
26a,6.7,minnesota
26b,3.0,minnesota
27a,4.7,minnesota
27b,5.8,minnesota
28a,5.2,minnesota
28b,7.3,minnesota
29a,4.3,minnesota
29b,5.5,minnesota
30a,3.1,minnesota
30b,2.2,minnesota
31a,4.5,minnesota
31b,1.9,minnesota
32a,4.0,minnesota
32b,3.1,minnesota
33a,2.1,minnesota
33b,2.3,minnesota
34a,3.5,minnesota
34b,2.8,minnesota
35a,3.6,minnesota
35b,2.6,minnesota
36a,3.4,minnesota
36b,4.1,minnesota
37a,5.1,minnesota
37b,4.2,minnesota
38a,2.8,minnesota
38b,2.0,minnesota
39a,3.3,minnesota
39b,2.9,minnesota
40a,8.4,minnesota
40b,7.7,minnesota
41a,6.1,minnesota
41b,6.0,minnesota
42a,3.1,minnesota
42b,3.2,minnesota
43a,4.0,minnesota
43b,4.8,minnesota
44a,1.9,minnesota
44b,2.7,minnesota
45a,5.9,minnesota
45b,4.7,minnesota
46a,4.0,minnesota
46b,3.7,minnesota
47a,3.1,minnesota
47b,2.6,minnesota
48a,1.6,minnesota
48b,3.1,minnesota
49a,1.5,minnesota
49b,4.1,minnesota
50a,6.8,minnesota
50b,4.9,minnesota
51a,5.0,minnesota
51b,2.9,minnesota
52a,4.5,minnesota
52b,5.8,minnesota
53a,4.9,minnesota
53b,3.7,minnesota
54a,3.6,minnesota
54b,2.3,minnesota
55a,4.7,minnesota
55b,3.1,minnesota
56a,3.9,minnesota
56b,4.3,minnesota
57a,3.6,minnesota
57b,2.8,minnesota
58a,1.9,minnesota
58b,3.1,minnesota
59a,6.3,minnesota
59b,6.3,minnesota
60a,6.4,minnesota
60b,5.0,minnesota
61a,3.6,minnesota
61b,3.9,minnesota
62a,11.8,minnesota
62b,9.3,minnesota
63a,5.3,minnesota
63b,5.9,minnesota
64a,3.6,minnesota
64b,2.8,minnesota
65a,6.8,minnesota
65b,7.2,minnesota
66a,2.8,minnesota
66b,5.9,minnesota
67a,8.5,minnesota
67b,8.9,minnesota
1,9.0,missouri
2,10.6,missouri
3,9.1,missouri
4,16.6,missouri
5,8.2,missouri
6,9.3,missouri
7,13.1,missouri
8,8.1,missouri
9,8.8,missouri
10,12.9,missouri
11,11.0,missouri
12,4.5,missouri
13,4.0,missouri
14,7.0,missouri
15,11.1,missouri
16,4.6,missouri
17,8.5,missouri
18,12.1,missouri
19,25.1,missouri
20,9.2,missouri
21,13.0,missouri
22,17.1,missouri
23,23.0,missouri
24,10.4,missouri
25,5.2,missouri
26,13.0,missouri
27,13.5,missouri
28,13.5,missouri
29,10.5,missouri
30,7.4,missouri
31,6.1,missouri
32,5.2,missouri
33,8.3,missouri
34,2.8,missouri
35,8.0,missouri
36,13.3,missouri
37,11.9,missouri
38,6.7,missouri
39,10.7,missouri
40,8.8,missouri
41,7.1,missouri
42,9.3,missouri
43,11.0,missouri
44,6.4,missouri
45,7.7,missouri
46,5.7,missouri
47,8.7,missouri
48,8.9,missouri
49,8.7,missouri
50,7.2,missouri
51,9.8,missouri
52,12.0,missouri
53,8.6,missouri
54,9.9,missouri
55,6.1,missouri
56,8.3,missouri
57,11.7,missouri
58,20.0,missouri
59,6.0,missouri
60,9.0,missouri
61,5.0,missouri
62,9.1,missouri
63,3.5,missouri
64,6.1,missouri
65,5.2,missouri
66,12.4,missouri
67,6.1,missouri
68,9.2,missouri
69,7.6,missouri
70,5.0,missouri
71,6.6,missouri
72,11.3,missouri
73,10.7,missouri
74,10.7,missouri
75,11.5,missouri
76,14.7,missouri
77,10.2,missouri
78,12.6,missouri
79,8.4,missouri
80,8.1,missouri
81,13.6,missouri
82,5.8,missouri
83,4.9,missouri
84,8.8,missouri
85,11.9,missouri
86,9.2,missouri
87,1.6,missouri
88,3.6,missouri
89,2.0,missouri
90,2.9,missouri
91,2.8,missouri
92,5.8,missouri
93,8.4,missouri
94,7.0,missouri
95,2.6,missouri
96,2.2,missouri
97,8.5,missouri
98,2.6,missouri
99,7.4,missouri
100,3.7,missouri
101,2.2,missouri
102,2.6,missouri
103,4.4,missouri
104,4.4,missouri
105,3.1,missouri
106,6.0,missouri
107,5.7,missouri
108,3.5,missouri
109,8.6,missouri
110,2.8,missouri
111,7.7,missouri
112,7.1,missouri
113,7.5,missouri
114,9.1,missouri
115,7.4,missouri
116,9.0,missouri
117,10.1,missouri
118,10.3,missouri
119,8.4,missouri
120,11.3,missouri
121,9.0,missouri
122,9.9,missouri
123,13.2,missouri
124,11.5,missouri
125,14.7,missouri
126,12.9,missouri
127,12.3,missouri
128,13.8,missouri
129,12.5,missouri
130,7.4,missouri
131,14.3,missouri
132,19.0,missouri
133,8.4,missouri
134,12.5,missouri
135,13.2,missouri
136,7.7,missouri
137,7.5,missouri
138,9.5,missouri
139,9.4,missouri
140,7.8,missouri
141,20.0,missouri
142,16.2,missouri
143,15.7,missouri
144,12.0,missouri
145,9.5,missouri
146,5.9,missouri
147,9.5,missouri
148,10.7,missouri
149,12.3,missouri
150,15.2,missouri
151,12.3,missouri
152,13.2,missouri
153,14.8,missouri
154,15.9,missouri
155,14.0,missouri
156,16.7,missouri
157,13.4,missouri
158,12.9,missouri
159,18.2,missouri
160,14.5,missouri
161,11.5,missouri
162,11.7,missouri
163,16.4,missouri
1,8.6,montana
2,10.4,montana
3,8.8,montana
4,10.9,montana
5,6.4,montana
6,9.3,montana
7,11.7,montana
8,6.8,montana
9,9.2,montana
10,9.6,montana
11,7.9,montana
12,11.0,montana
13,9.5,montana
14,8.4,montana
15,19.5,montana
16,44.7,montana
17,8.1,montana
18,8.3,montana
19,7.5,montana
20,5.3,montana
21,5.5,montana
22,11.3,montana
23,6.5,montana
24,8.0,montana
25,7.4,montana
26,7.1,montana
27,6.4,montana
28,3.3,montana
29,7.8,montana
30,12.7,montana
31,28.6,montana
32,14.6,montana
33,9.0,montana
34,8.6,montana
35,6.8,montana
36,3.9,montana
37,9.1,montana
38,6.4,montana
39,4.7,montana
40,8.0,montana
41,26.3,montana
42,25.7,montana
43,6.5,montana
44,3.5,montana
45,2.9,montana
46,2.3,montana
47,8.0,montana
48,6.9,montana
49,9.8,montana
50,10.8,montana
51,5.1,montana
52,7.7,montana
53,4.4,montana
54,5.0,montana
55,7.9,montana
56,4.7,montana
57,4.4,montana
58,5.7,montana
59,9.2,montana
60,10.0,montana
61,5.4,montana
62,5.1,montana
63,6.1,montana
64,10.2,montana
65,6.7,montana
66,13.5,montana
67,8.4,montana
68,3.1,montana
69,9.2,montana
70,8.7,montana
71,8.0,montana
72,5.7,montana
73,7.5,montana
74,10.7,montana
75,5.7,montana
76,2.6,montana
77,7.1,montana
78,4.9,montana
79,5.7,montana
80,6.0,montana
81,6.6,montana
82,3.8,montana
83,6.3,montana
84,1.9,montana
85,9.2,montana
86,8.6,montana
87,10.2,montana
88,10.0,montana
89,6.1,montana
90,7.2,montana
91,9.6,montana
92,8.1,montana
93,17.3,montana
94,5.3,montana
95,6.8,montana
96,2.5,montana
97,7.7,montana
98,5.8,montana
99,4.8,montana
100,8.2,montana
1,8.9,nevada
2,5.4,nevada
3,16.9,nevada
4,5.5,nevada
5,14.0,nevada
6,21.0,nevada
7,15.5,nevada
8,12.5,nevada
9,7.4,nevada
10,20.7,nevada
11,26.4,nevada
12,10.7,nevada
13,3.9,nevada
14,18.8,nevada
15,17.8,nevada
16,21.4,nevada
17,9.8,nevada
18,11.3,nevada
19,9.1,nevada
20,11.9,nevada
21,9.1,nevada
22,6.4,nevada
23,4.6,nevada
24,15.5,nevada
25,6.6,nevada
26,6.4,nevada
27,10.8,nevada
28,23.9,nevada
29,7.8,nevada
30,14.1,nevada
31,7.2,nevada
32,9.1,nevada
33,9.1,nevada
34,11.4,nevada
35,6.6,nevada
36,8.4,nevada
37,6.6,nevada
38,9.1,nevada
39,8.0,nevada
40,9.6,nevada
41,8.8,nevada
42,15.3,nevada
1,12.8,new mexico
2,9.4,new mexico
3,7.4,new mexico
4,17.5,new mexico
5,19.5,new mexico
6,17.8,new mexico
7,8.7,new mexico
8,4.5,new mexico
9,20.4,new mexico
10,11.9,new mexico
11,6.1,new mexico
12,15.8,new mexico
13,8.3,new mexico
14,10.5,new mexico
15,7.4,new mexico
16,6.1,new mexico
17,10.4,new mexico
18,9.5,new mexico
19,8.5,new mexico
20,7.3,new mexico
21,12.7,new mexico
22,4.9,new mexico
23,7.9,new mexico
24,6.1,new mexico
25,5.7,new mexico
26,13.4,new mexico
27,3.4,new mexico
28,7.1,new mexico
29,4.2,new mexico
30,7.0,new mexico
31,1.6,new mexico
32,8.7,new mexico
33,9.6,new mexico
34,14.2,new mexico
35,9.4,new mexico
36,8.7,new mexico
37,4.2,new mexico
38,4.3,new mexico
39,6.0,new mexico
40,5.1,new mexico
41,9.5,new mexico
42,8.0,new mexico
43,9.2,new mexico
44,3.8,new mexico
45,11.7,new mexico
46,9.6,new mexico
47,6.9,new mexico
48,13.7,new mexico
49,8.6,new mexico
50,5.5,new mexico
51,6.7,new mexico
52,16.9,new mexico
53,13.5,new mexico
54,9.0,new mexico
55,9.2,new mexico
56,14.9,new mexico
57,4.7,new mexico
58,11.7,new mexico
59,9.5,new mexico
60,5.1,new mexico
61,16.7,new mexico
62,10.1,new mexico
63,13.5,new mexico
64,6.3,new mexico
65,22.0,new mexico
66,12.2,new mexico
67,7.9,new mexico
68,5.5,new mexico
69,13.7,new mexico
70,6.5,new mexico
1,6.8,new york
2,3.6,new york
3,3.8,new york
4,2.8,new york
5,3.6,new york
6,9.6,new york
7,2.9,new york
8,2.1,new york
9,3.1,new york
10,3.7,new york
11,4.6,new york
12,2.4,new york
13,4.9,new york
14,1.9,new york
15,3.2,new york
16,3.2,new york
17,3.3,new york
18,9.4,new york
19,3.6,new york
20,3.8,new york
21,3.2,new york
22,5.0,new york
23,5.3,new york
24,7.1,new york
25,9.7,new york
26,5.1,new york
27,6.6,new york
28,4.9,new york
29,7.4,new york
30,6.9,new york
31,7.9,new york
32,8.3,new york
33,6.3,new york
34,11.5,new york
35,15.1,new york
36,7.1,new york
37,7.6,new york
38,11.5,new york
39,19.2,new york
40,15.1,new york
41,5.6,new york
42,9.8,new york
43,6.6,new york
44,5.0,new york
45,6.4,new york
46,5.6,new york
47,8.4,new york
48,5.1,new york
49,9.2,new york
50,5.0,new york
51,12.4,new york
52,2.4,new york
53,9.8,new york
54,7.7,new york
55,7.2,new york
56,7.2,new york
57,4.6,new york
58,7.5,new york
59,5.5,new york
60,4.5,new york
61,6.4,new york
62,2.1,new york
63,4.2,new york
64,4.0,new york
65,4.6,new york
66,2.9,new york
67,2.8,new york
68,6.6,new york
69,3.5,new york
70,6.2,new york
71,9.0,new york
72,8.5,new york
73,3.0,new york
74,3.3,new york
75,2.4,new york
76,2.6,new york
77,8.4,new york
78,10.6,new york
79,7.2,new york
80,7.3,new york
81,6.3,new york
82,5.4,new york
83,6.8,new york
84,9.5,new york
85,9.0,new york
86,10.2,new york
87,8.0,new york
88,4.0,new york
89,7.3,new york
90,6.2,new york
91,8.0,new york
92,3.8,new york
93,4.3,new york
94,3.6,new york
95,5.7,new york
96,4.1,new york
97,5.5,new york
98,3.7,new york
99,4.0,new york
100,5.7,new york
101,4.9,new york
102,4.2,new york
103,5.1,new york
104,7.2,new york
105,3.5,new york
106,4.5,new york
107,3.7,new york
108,5.0,new york
109,2.3,new york
110,2.2,new york
111,5.2,new york
112,2.5,new york
113,3.1,new york
114,4.5,new york
115,4.7,new york
116,5.4,new york
117,4.4,new york
118,4.2,new york
119,4.2,new york
120,3.9,new york
121,4.3,new york
122,3.7,new york
123,4.3,new york
124,3.9,new york
125,3.6,new york
126,3.2,new york
127,3.0,new york
128,3.6,new york
129,4.6,new york
130,4.8,new york
131,4.0,new york
132,7.4,new york
133,2.6,new york
134,2.9,new york
135,1.7,new york
136,3.5,new york
137,4.6,new york
138,3.8,new york
139,4.0,new york
140,2.8,new york
141,4.8,new york
142,3.5,new york
143,3.2,new york
144,3.1,new york
145,2.6,new york
146,1.9,new york
147,3.3,new york
148,6.6,new york
149,2.9,new york
150,5.4,new york
1,10.5,north carolina
2,9.0,north carolina
3,9.9,north carolina
4,14.0,north carolina
5,10.8,north carolina
6,12.5,north carolina
7,11.4,north carolina
8,9.9,north carolina
9,10.8,north carolina
10,12.8,north carolina
11,11.0,north carolina
12,10.6,north carolina
13,10.7,north carolina
14,9.4,north carolina
15,10.0,north carolina
16,10.6,north carolina
17,9.4,north carolina
18,13.5,north carolina
19,10.8,north carolina
20,7.1,north carolina
21,14.0,north carolina
22,13.8,north carolina
23,9.7,north carolina
24,11.9,north carolina
25,9.4,north carolina
26,9.7,north carolina
27,12.4,north carolina
28,14.6,north carolina
29,11.6,north carolina
30,9.7,north carolina
31,15.4,north carolina
32,10.5,north carolina
33,10.7,north carolina
34,9.4,north carolina
35,6.7,north carolina
36,8.5,north carolina
37,5.9,north carolina
38,15.2,north carolina
39,12.6,north carolina
40,4.6,north carolina
41,4.5,north carolina
42,9.1,north carolina
43,11.6,north carolina
44,11.4,north carolina
45,9.6,north carolina
46,14.2,north carolina
47,13.8,north carolina
48,12.2,north carolina
49,5.4,north carolina
50,8.7,north carolina
51,11.3,north carolina
52,8.0,north carolina
53,11.7,north carolina
54,8.7,north carolina
55,11.1,north carolina
56,5.0,north carolina
57,10.2,north carolina
58,11.7,north carolina
59,7.2,north carolina
60,12.5,north carolina
61,8.0,north carolina
62,5.4,north carolina
63,10.3,north carolina
64,11.4,north carolina
65,9.3,north carolina
66,10.7,north carolina
67,9.6,north carolina
68,6.3,north carolina
69,9.7,north carolina
70,13.1,north carolina
71,13.4,north carolina
72,14.5,north carolina
73,9.7,north carolina
74,6.7,north carolina
75,9.4,north carolina
76,9.7,north carolina
77,12.4,north carolina
78,12.8,north carolina
79,11.9,north carolina
80,11.6,north carolina
81,11.8,north carolina
82,6.5,north carolina
83,10.9,north carolina
84,10.4,north carolina
85,11.7,north carolina
86,11.8,north carolina
87,12.0,north carolina
88,15.6,north carolina
89,11.2,north carolina
90,12.1,north carolina
91,11.1,north carolina
92,13.8,north carolina
93,10.5,north carolina
94,10.2,north carolina
95,8.6,north carolina
96,11.4,north carolina
97,9.1,north carolina
98,5.2,north carolina
99,15.2,north carolina
100,17.8,north carolina
101,11.2,north carolina
102,17.9,north carolina
103,6.4,north carolina
104,4.2,north carolina
105,4.8,north carolina
106,11.9,north carolina
107,11.7,north carolina
108,10.6,north carolina
109,9.4,north carolina
110,10.7,north carolina
111,12.2,north carolina
112,13.0,north carolina
113,12.8,north carolina
114,12.0,north carolina
115,10.5,north carolina
116,10.9,north carolina
117,12.0,north carolina
118,11.2,north carolina
119,15.1,north carolina
120,14.3,north carolina
1,12.8,ohio
2,7.3,ohio
3,4.5,ohio
4,6.6,ohio
5,6.4,ohio
6,2.9,ohio
7,3.7,ohio
8,6.2,ohio
9,3.8,ohio
10,7.0,ohio
11,6.7,ohio
12,5.0,ohio
13,9.0,ohio
14,5.9,ohio
15,6.4,ohio
16,3.4,ohio
17,11.3,ohio
18,6.3,ohio
19,4.1,ohio
20,7.7,ohio
21,4.2,ohio
22,10.2,ohio
23,7.3,ohio
24,4.0,ohio
25,12.4,ohio
26,9.9,ohio
27,2.7,ohio
28,5.1,ohio
29,5.6,ohio
30,4.7,ohio
31,5.6,ohio
32,8.4,ohio
33,6.4,ohio
34,9.1,ohio
35,8.1,ohio
36,4.9,ohio
37,3.1,ohio
38,3.9,ohio
39,8.7,ohio
40,6.5,ohio
41,4.6,ohio
42,5.8,ohio
43,7.0,ohio
44,7.9,ohio
45,5.7,ohio
46,5.8,ohio
47,3.9,ohio
48,3.8,ohio
49,8.0,ohio
50,4.6,ohio
51,6.9,ohio
52,4.2,ohio
53,4.7,ohio
54,5.1,ohio
55,5.8,ohio
56,6.4,ohio
57,4.5,ohio
58,6.0,ohio
59,3.5,ohio
60,5.7,ohio
61,4.0,ohio
62,3.4,ohio
63,4.8,ohio
64,9.2,ohio
65,4.9,ohio
66,6.4,ohio
67,4.9,ohio
68,6.6,ohio
69,3.5,ohio
70,8.3,ohio
71,5.9,ohio
72,6.9,ohio
73,4.1,ohio
74,5.3,ohio
75,5.5,ohio
76,6.7,ohio
77,5.8,ohio
78,5.7,ohio
79,6.9,ohio
80,5.5,ohio
81,4.7,ohio
82,4.9,ohio
83,5.8,ohio
84,3.9,ohio
85,5.0,ohio
86,4.9,ohio
87,6.4,ohio
88,5.7,ohio
89,5.2,ohio
90,6.2,ohio
91,6.9,ohio
92,6.4,ohio
93,6.9,ohio
94,6.6,ohio
95,8.3,ohio
96,5.5,ohio
97,6.9,ohio
98,17.8,ohio
99,8.6,ohio
3,19.0,oklahoma
4,21.9,oklahoma
11,11.5,oklahoma
23,20.1,oklahoma
24,18.8,oklahoma
26,14.5,oklahoma
28,17.5,oklahoma
29,13.4,oklahoma
30,11.7,oklahoma
34,12.7,oklahoma
43,10.2,oklahoma
45,10.1,oklahoma
46,10.0,oklahoma
55,14.1,oklahoma
56,16.8,oklahoma
