district,percent households receiving food stamps,state
81,8.4,connecticut
82,13.1,connecticut
83,11.8,connecticut
84,45.1,connecticut
85,12.5,connecticut
86,3.1,connecticut
87,5.3,connecticut
88,3.9,connecticut
89,4.8,connecticut
90,5.7,connecticut
91,8.8,connecticut
92,28.0,connecticut
93,31.2,connecticut
94,19.7,connecticut
95,45.4,connecticut
96,10.5,connecticut
97,21.3,connecticut
98,4.7,connecticut
99,11.1,connecticut
100,15.3,connecticut
101,2.7,connecticut
102,6.3,connecticut
103,3.0,connecticut
104,22.8,connecticut
105,7.3,connecticut
106,2.8,connecticut
107,6.2,connecticut
108,4.6,connecticut
109,8.8,connecticut
110,20.5,connecticut
111,3.0,connecticut
112,3.9,connecticut
113,8.3,connecticut
114,3.6,connecticut
115,19.1,connecticut
116,22.1,connecticut
117,5.3,connecticut
118,8.1,connecticut
119,2.9,connecticut
120,5.4,connecticut
121,14.3,connecticut
122,2.9,connecticut
123,5.0,connecticut
124,33.9,connecticut
125,2.3,connecticut
126,21.2,connecticut
127,12.9,connecticut
128,45.2,connecticut
129,18.5,connecticut
130,40.0,connecticut
131,8.7,connecticut
132,1.8,connecticut
133,3.8,connecticut
134,4.4,connecticut
135,1.3,connecticut
136,3.6,connecticut
137,7.8,connecticut
138,3.4,connecticut
139,13.5,connecticut
140,16.3,connecticut
141,2.0,connecticut
142,2.5,connecticut
143,2.9,connecticut
144,2.7,connecticut
145,21.9,connecticut
146,9.7,connecticut
147,2.5,connecticut
148,9.4,connecticut
149,1.3,connecticut
150,5.0,connecticut
151,1.3,connecticut
1,22.6,delaware
2,38.1,delaware
3,33.7,delaware
4,8.3,delaware
5,13.2,delaware
6,7.4,delaware
7,8.7,delaware
8,8.0,delaware
9,3.9,delaware
10,8.0,delaware
11,14.6,delaware
12,1.5,delaware
13,17.7,delaware
14,7.6,delaware
15,8.2,delaware
16,20.8,delaware
17,15.3,delaware
18,10.4,delaware
19,12.5,delaware
20,8.9,delaware
21,5.8,delaware
22,1.0,delaware
23,5.7,delaware
24,13.7,delaware
25,6.1,delaware
26,9.5,delaware
27,3.8,delaware
28,15.3,delaware
29,7.4,delaware
30,17.8,delaware
31,15.0,delaware
32,23.3,delaware
33,18.1,delaware
34,16.6,delaware
35,17.5,delaware
36,15.6,delaware
37,17.9,delaware
38,6.2,delaware
39,19.5,delaware
40,17.4,delaware
41,16.5,delaware
1,13.3,florida
2,16.4,florida
3,12.5,florida
4,9.6,florida
5,15.6,florida
6,15.0,florida
7,18.2,florida
8,23.8,florida
9,6.7,florida
10,21.2,florida
11,9.1,florida
12,9.0,florida
13,27.2,florida
14,24.7,florida
15,17.2,florida
16,7.5,florida
17,6.4,florida
18,10.1,florida
19,20.4,florida
20,19.5,florida
21,9.4,florida
22,15.2,florida
23,18.1,florida
24,9.8,florida
25,10.1,florida
26,20.8,florida
27,15.4,florida
28,9.3,florida
29,8.2,florida
30,11.4,florida
31,13.5,florida
32,13.6,florida
33,6.9,florida
34,14.4,florida
35,14.9,florida
36,20.2,florida
37,9.4,florida
38,12.5,florida
39,15.2,florida
40,15.1,florida
41,17.7,florida
42,18.5,florida
43,27.2,florida
44,6.3,florida
45,24.1,florida
46,29.6,florida
47,9.5,florida
48,22.0,florida
49,13.4,florida
50,10.7,florida
51,13.1,florida
52,8.1,florida
53,12.8,florida
54,11.5,florida
55,15.7,florida
56,16.5,florida
57,9.3,florida
58,18.4,florida
59,12.1,florida
60,8.3,florida
61,36.0,florida
62,24.5,florida
63,12.2,florida
64,6.4,florida
65,7.5,florida
66,11.8,florida
67,13.8,florida
68,12.8,florida
69,10.6,florida
70,25.3,florida
71,10.7,florida
72,7.7,florida
73,4.9,florida
74,7.4,florida
75,9.7,florida
76,4.9,florida
77,11.3,florida
78,13.6,florida
79,18.3,florida
80,14.6,florida
81,10.5,florida
82,6.1,florida
83,11.4,florida
84,13.2,florida
85,5.3,florida
86,11.1,florida
87,28.4,florida
88,19.6,florida
89,5.1,florida
90,9.2,florida
91,3.9,florida
92,19.5,florida
93,6.7,florida
94,24.8,florida
95,22.5,florida
96,8.3,florida
97,10.2,florida
98,7.8,florida
99,13.4,florida
100,8.8,florida
101,21.7,florida
102,22.7,florida
103,23.4,florida
104,6.6,florida
105,19.3,florida
106,5.1,florida
107,22.0,florida
108,30.6,florida
109,38.6,florida
110,37.6,florida
111,41.9,florida
112,16.4,florida
113,24.3,florida
114,18.5,florida
115,15.3,florida
116,20.9,florida
117,39.9,florida
118,18.1,florida
119,19.5,florida
120,15.5,florida
1,16.4,georgia
2,13.4,georgia
3,12.4,georgia
4,15.8,georgia
5,18.3,georgia
6,14.9,georgia
7,12.9,georgia
8,11.4,georgia
9,14.1,georgia
10,16.6,georgia
11,14.7,georgia
12,15.7,georgia
13,21.5,georgia
14,14.6,georgia
15,15.6,georgia
16,20.7,georgia
17,13.7,georgia
18,20.6,georgia
19,10.3,georgia
20,8.3,georgia
21,6.1,georgia
22,3.9,georgia
23,10.5,georgia
24,4.2,georgia
25,2.3,georgia
26,6.3,georgia
27,12.1,georgia
28,16.3,georgia
29,20.1,georgia
30,12.5,georgia
31,12.0,georgia
32,19.7,georgia
33,17.3,georgia
34,7.2,georgia
35,8.3,georgia
36,2.2,georgia
37,8.6,georgia
38,13.4,georgia
39,20.8,georgia
40,3.3,georgia
41,21.2,georgia
42,17.7,georgia
43,5.6,georgia
44,5.1,georgia
45,2.3,georgia
46,3.0,georgia
47,2.4,georgia
48,8.5,georgia
49,2.9,georgia
50,2.9,georgia
51,5.5,georgia
52,4.8,georgia
53,19.6,georgia
54,2.8,georgia
55,16.0,georgia
56,19.3,georgia
57,16.7,georgia
58,22.0,georgia
59,19.9,georgia
60,32.7,georgia
61,19.5,georgia
62,14.7,georgia
63,14.4,georgia
64,17.7,georgia
65,18.1,georgia
66,19.7,georgia
67,10.9,georgia
68,19.2,georgia
69,16.8,georgia
70,11.6,georgia
71,5.8,georgia
72,5.1,georgia
73,16.5,georgia
74,26.6,georgia
75,27.6,georgia
76,15.0,georgia
77,30.2,georgia
78,18.1,georgia
79,3.4,georgia
80,4.3,georgia
81,10.6,georgia
82,6.8,georgia
83,17.7,georgia
84,15.5,georgia
85,27.1,georgia
86,20.9,georgia
87,20.0,georgia
88,20.8,georgia
89,17.2,georgia
90,13.9,georgia
91,14.8,georgia
92,23.4,georgia
93,12.6,georgia
94,15.4,georgia
95,8.6,georgia
96,16.6,georgia
97,4.7,georgia
98,8.7,georgia
99,19.7,georgia
100,18.3,georgia
101,10.6,georgia
102,5.8,georgia
103,5.4,georgia
104,6.3,georgia
105,12.1,georgia
106,12.1,georgia
107,12.8,georgia
108,9.9,georgia
109,10.0,georgia
110,15.2,georgia
111,11.3,georgia
112,16.4,georgia
113,22.8,georgia
114,8.5,georgia
115,16.4,georgia
116,16.0,georgia
117,12.2,georgia
118,22.0,georgia
119,6.9,georgia
120,16.0,georgia
121,14.3,georgia
122,2.1,georgia
123,9.6,georgia
124,25.3,georgia
125,29.7,georgia
126,22.7,georgia
127,18.1,georgia
128,25.2,georgia
129,18.9,georgia
130,20.0,georgia
131,18.2,georgia
132,22.2,georgia
133,10.5,georgia
134,7.1,georgia
135,33.9,georgia
136,19.8,georgia
137,20.5,georgia
138,25.4,georgia
139,29.8,georgia
140,20.5,georgia
141,9.2,georgia
142,28.6,georgia
143,29.8,georgia
144,17.0,georgia
145,16.0,georgia
146,8.5,georgia
147,15.2,georgia
148,24.7,georgia
149,25.1,georgia
150,20.8,georgia
151,26.4,georgia
152,17.8,georgia
153,26.8,georgia
154,27.2,georgia
155,18.9,georgia
156,22.4,georgia
157,23.8,georgia
158,23.3,georgia
159,15.9,georgia
160,15.4,georgia
161,4.6,georgia
162,20.3,georgia
163,18.3,georgia
164,8.7,georgia
165,18.5,georgia
166,2.2,georgia
167,16.9,georgia
168,15.1,georgia
169,20.6,georgia
170,22.8,georgia
171,25.1,georgia
172,24.9,georgia
173,23.9,georgia
174,20.7,georgia
175,15.1,georgia
176,20.0,georgia
177,26.5,georgia
178,18.9,georgia
179,20.3,georgia
180,14.6,georgia
1,17.6,hawaii
2,22.3,hawaii
3,24.0,hawaii
4,27.6,hawaii
5,15.6,hawaii
6,15.3,hawaii
7,13.9,hawaii
8,12.6,hawaii
9,19.5,hawaii
10,8.3,hawaii
11,9.9,hawaii
12,10.1,hawaii
13,12.5,hawaii
14,8.7,hawaii
15,12.1,hawaii
16,9.4,hawaii
17,1.9,hawaii
18,2.5,hawaii
19,3.8,hawaii
20,6.5,hawaii
21,8.7,hawaii
22,7.4,hawaii
23,5.4,hawaii
24,8.2,hawaii
25,9.0,hawaii
26,10.7,hawaii
27,15.4,hawaii
28,22.0,hawaii
29,25.3,hawaii
30,17.2,hawaii
31,4.9,hawaii
32,6.4,hawaii
33,3.9,hawaii
34,6.7,hawaii
35,15.4,hawaii
36,3.2,hawaii
37,4.0,hawaii
38,19.8,hawaii
39,6.7,hawaii
40,9.3,hawaii
41,9.0,hawaii
42,12.1,hawaii
43,25.8,hawaii
44,36.6,hawaii
45,4.3,hawaii
46,16.5,hawaii
47,12.1,hawaii
48,7.6,hawaii
49,8.9,hawaii
50,3.7,hawaii
51,10.0,hawaii
1,26.2,illinois
2,24.4,illinois
3,17.3,illinois
4,17.6,illinois
5,22.2,illinois
6,27.5,illinois
7,15.4,illinois
8,25.9,illinois
9,26.5,illinois
10,27.3,illinois
11,4.5,illinois
12,3.1,illinois
13,16.2,illinois
14,15.9,illinois
15,9.1,illinois
16,14.6,illinois
17,4.9,illinois
18,4.0,illinois
19,9.5,illinois
20,6.4,illinois
21,24.5,illinois
22,18.6,illinois
23,19.5,illinois
24,24.2,illinois
25,24.5,illinois
26,19.4,illinois
27,19.0,illinois
28,21.4,illinois
29,21.0,illinois
30,26.5,illinois
31,22.2,illinois
32,28.8,illinois
33,24.7,illinois
34,23.0,illinois
35,8.2,illinois
36,9.4,illinois
37,3.9,illinois
38,11.5,illinois
39,15.9,illinois
40,14.0,illinois
41,3.9,illinois
42,4.7,illinois
43,19.8,illinois
44,8.6,illinois
45,5.4,illinois
46,11.0,illinois
47,3.0,illinois
48,5.4,illinois
49,6.3,illinois
50,5.3,illinois
51,2.8,illinois
52,5.0,illinois
53,4.4,illinois
54,5.2,illinois
55,8.8,illinois
56,6.2,illinois
57,7.7,illinois
58,3.4,illinois
59,6.7,illinois
60,23.0,illinois
61,10.9,illinois
62,9.7,illinois
63,11.0,illinois
64,6.8,illinois
65,4.2,illinois
66,4.2,illinois
67,32.8,illinois
68,10.9,illinois
69,9.9,illinois
70,12.4,illinois
71,11.7,illinois
72,15.1,illinois
73,6.0,illinois
74,11.3,illinois
75,8.5,illinois
76,14.2,illinois
77,16.1,illinois
78,12.6,illinois
79,18.0,illinois
80,15.4,illinois
81,3.9,illinois
82,3.1,illinois
83,22.0,illinois
84,9.5,illinois
85,11.8,illinois
86,21.4,illinois
87,12.0,illinois
88,10.2,illinois
89,11.7,illinois
90,10.2,illinois
91,13.6,illinois
92,20.8,illinois
93,15.3,illinois
94,12.5,illinois
95,14.2,illinois
96,26.0,illinois
97,5.6,illinois
98,7.9,illinois
99,6.4,illinois
100,14.3,illinois
101,7.5,illinois
102,10.5,illinois
103,10.5,illinois
104,13.6,illinois
105,6.2,illinois
106,12.4,illinois
107,15.7,illinois
108,6.3,illinois
109,13.4,illinois
110,14.7,illinois
111,16.3,illinois
112,10.0,illinois
113,15.4,illinois
114,21.7,illinois
115,17.5,illinois
116,11.0,illinois
117,17.6,illinois
118,20.6,illinois
1,20.9,indiana
2,31.8,indiana
3,27.5,indiana
4,6.8,indiana
5,10.6,indiana
6,22.5,indiana
7,12.7,indiana
8,9.0,indiana
9,15.6,indiana
10,11.4,indiana
11,5.7,indiana
12,7.5,indiana
13,11.1,indiana
14,20.5,indiana
15,4.2,indiana
16,11.2,indiana
17,10.3,indiana
18,9.6,indiana
19,4.8,indiana
20,11.4,indiana
21,14.5,indiana
22,7.5,indiana
23,14.6,indiana
24,2.7,indiana
25,7.3,indiana
26,8.8,indiana
27,12.8,indiana
28,4.9,indiana
29,6.8,indiana
30,16.8,indiana
31,17.3,indiana
32,7.0,indiana
33,12.9,indiana
34,20.3,indiana
35,11.4,indiana
36,20.4,indiana
37,2.9,indiana
38,10.5,indiana
39,2.8,indiana
40,4.6,indiana
41,11.2,indiana
42,14.2,indiana
43,20.7,indiana
44,8.8,indiana
45,14.1,indiana
46,10.8,indiana
47,7.8,indiana
48,14.2,indiana
49,8.8,indiana
50,12.6,indiana
51,7.4,indiana
52,7.9,indiana
53,6.9,indiana
54,12.7,indiana
55,13.4,indiana
56,17.3,indiana
57,11.1,indiana
58,8.7,indiana
59,10.0,indiana
60,10.5,indiana
61,10.4,indiana
62,11.5,indiana
63,7.5,indiana
64,6.5,indiana
65,9.9,indiana
66,12.5,indiana
67,10.2,indiana
68,8.8,indiana
69,12.7,indiana
70,6.6,indiana
71,11.7,indiana
72,11.0,indiana
73,12.9,indiana
74,10.0,indiana
75,8.2,indiana
76,8.3,indiana
77,22.9,indiana
78,8.4,indiana
79,10.0,indiana
80,30.9,indiana
81,13.7,indiana
82,8.4,indiana
83,5.3,indiana
84,6.9,indiana
85,8.2,indiana
86,5.9,indiana
87,5.0,indiana
88,2.5,indiana
89,17.0,indiana
90,8.1,indiana
91,13.3,indiana
92,16.2,indiana
93,8.8,indiana
94,19.6,indiana
95,22.2,indiana
96,21.3,indiana
97,23.7,indiana
98,29.7,indiana
99,26.3,indiana
100,24.9,indiana
1,7.3,iowa
2,10.3,iowa
3,10.2,iowa
4,5.8,iowa
5,7.5,iowa
6,8.3,iowa
7,10.6,iowa
8,8.9,iowa
9,16.3,iowa
10,11.7,iowa
11,10.5,iowa
12,9.8,iowa
13,17.6,iowa
14,21.0,iowa
15,20.0,iowa
16,17.2,iowa
17,11.4,iowa
18,10.6,iowa
19,6.0,iowa
20,12.4,iowa
21,12.8,iowa
22,5.2,iowa
23,12.4,iowa
24,13.8,iowa
25,6.7,iowa
26,11.7,iowa
27,15.8,iowa
28,12.4,iowa
29,14.6,iowa
30,9.5,iowa
31,19.1,iowa
32,28.9,iowa
33,24.2,iowa
34,23.0,iowa
35,35.3,iowa
36,12.7,iowa
37,6.3,iowa
38,7.7,iowa
39,4.4,iowa
40,7.1,iowa
41,14.5,iowa
42,7.8,iowa
43,7.2,iowa
44,4.4,iowa
45,8.3,iowa
46,4.0,iowa
47,12.0,iowa
48,9.7,iowa
49,10.3,iowa
50,6.8,iowa
51,8.1,iowa
52,12.1,iowa
53,14.2,iowa
54,10.4,iowa
55,7.9,iowa
56,11.1,iowa
57,4.7,iowa
58,10.6,iowa
59,6.4,iowa
60,7.3,iowa
61,15.3,iowa
62,24.2,iowa
63,5.8,iowa
64,11.7,iowa
65,17.7,iowa
66,8.6,iowa
67,8.5,iowa
68,11.8,iowa
69,17.6,iowa
70,12.1,iowa
71,15.6,iowa
72,8.3,iowa
73,6.3,iowa
74,8.5,iowa
75,8.8,iowa
76,8.6,iowa
77,8.4,iowa
78,10.5,iowa
79,12.9,iowa
80,13.9,iowa
81,21.2,iowa
82,12.8,iowa
83,18.5,iowa
84,9.3,iowa
85,5.6,iowa
86,11.2,iowa
87,20.6,iowa
88,9.4,iowa
89,13.8,iowa
90,22.7,iowa
91,11.9,iowa
92,11.3,iowa
93,8.8,iowa
94,4.8,iowa
95,5.6,iowa
96,10.0,iowa
97,8.9,iowa
98,17.4,iowa
99,7.4,iowa
100,17.1,iowa
1,13.0,kansas
2,10.0,kansas
3,14.3,kansas
4,11.9,kansas
5,10.8,kansas
6,8.2,kansas
7,9.4,kansas
8,1.0,kansas
9,14.5,kansas
10,8.5,kansas
11,16.8,kansas
12,11.7,kansas
13,12.4,kansas
14,3.4,kansas
15,10.2,kansas
16,1.8,kansas
17,4.5,kansas
18,5.8,kansas
19,2.4,kansas
20,0.7,kansas
21,2.0,kansas
22,11.5,kansas
23,7.8,kansas
24,6.9,kansas
25,2.5,kansas
26,3.7,kansas
27,1.5,kansas
28,0.8,kansas
29,2.5,kansas
30,4.6,kansas
31,16.9,kansas
32,27.0,kansas
33,7.6,kansas
34,26.3,kansas
35,25.1,kansas
36,7.0,kansas
37,13.9,kansas
38,4.1,kansas
39,1.7,kansas
40,9.2,kansas
41,12.0,kansas
42,5.9,kansas
43,4.7,kansas
44,5.8,kansas
45,2.6,kansas
46,9.5,kansas
47,7.8,kansas
48,2.1,kansas
49,6.2,kansas
50,5.7,kansas
51,6.7,kansas
52,1.6,kansas
53,6.3,kansas
54,7.8,kansas
55,14.7,kansas
56,9.5,kansas
57,19.1,kansas
58,27.2,kansas
59,10.6,kansas
60,10.7,kansas
61,6.0,kansas
62,8.2,kansas
63,13.0,kansas
64,6.9,kansas
65,12.9,kansas
66,7.5,kansas
67,2.4,kansas
68,6.9,kansas
69,12.4,kansas
70,8.6,kansas
71,12.9,kansas
72,10.4,kansas
73,6.0,kansas
74,5.4,kansas
75,12.2,kansas
76,11.5,kansas
77,7.4,kansas
78,1.3,kansas
79,10.2,kansas
80,15.9,kansas
81,13.1,kansas
82,4.1,kansas
83,20.3,kansas
84,25.0,kansas
85,2.6,kansas
86,18.2,kansas
87,7.4,kansas
88,12.9,kansas
89,11.6,kansas
90,5.1,kansas
91,5.3,kansas
92,11.5,kansas
93,5.8,kansas
94,2.4,kansas
95,19.4,kansas
96,17.8,kansas
97,10.5,kansas
98,16.4,kansas
99,2.6,kansas
100,3.5,kansas
101,3.8,kansas
102,21.3,kansas
103,23.7,kansas
104,7.1,kansas
105,8.8,kansas
106,6.3,kansas
107,7.3,kansas
108,5.4,kansas
109,7.3,kansas
110,7.2,kansas
111,7.0,kansas
112,12.5,kansas
113,7.9,kansas
114,11.2,kansas
115,8.7,kansas
116,9.0,kansas
117,8.3,kansas
118,4.6,kansas
119,9.8,kansas
120,7.2,kansas
121,2.9,kansas
122,9.7,kansas
123,12.1,kansas
124,6.3,kansas
125,11.2,kansas
1,15.1,kentucky
2,14.0,kentucky
3,20.0,kentucky
4,12.9,kentucky
5,10.9,kentucky
6,10.4,kentucky
7,12.3,kentucky
8,23.5,kentucky
9,13.1,kentucky
10,15.8,kentucky
11,17.8,kentucky
12,14.3,kentucky
13,19.4,kentucky
14,13.5,kentucky
15,18.1,kentucky
16,15.8,kentucky
17,9.9,kentucky
18,16.0,kentucky
19,21.4,kentucky
20,16.8,kentucky
21,19.7,kentucky
22,13.6,kentucky
23,18.3,kentucky
24,20.7,kentucky
25,15.7,kentucky
26,9.8,kentucky
27,17.1,kentucky
28,12.7,kentucky
29,4.3,kentucky
30,15.9,kentucky
31,7.6,kentucky
32,3.8,kentucky
33,4.4,kentucky
34,3.6,kentucky
35,11.9,kentucky
36,3.3,kentucky
37,19.7,kentucky
38,21.2,kentucky
39,17.9,kentucky
40,26.1,kentucky
41,29.7,kentucky
42,27.1,kentucky
43,30.7,kentucky
44,15.4,kentucky
45,3.7,kentucky
46,13.2,kentucky
47,16.3,kentucky
48,2.9,kentucky
49,11.3,kentucky
50,14.5,kentucky
51,18.7,kentucky
52,27.6,kentucky
53,9.4,kentucky
54,19.3,kentucky
55,13.9,kentucky
56,12.0,kentucky
57,13.2,kentucky
58,12.3,kentucky
59,5.8,kentucky
60,6.7,kentucky
61,13.1,kentucky
62,14.7,kentucky
63,7.0,kentucky
64,7.4,kentucky
65,24.3,kentucky
66,7.0,kentucky
67,15.7,kentucky
68,5.5,kentucky
69,12.4,kentucky
70,20.4,kentucky
71,19.5,kentucky
72,18.4,kentucky
73,17.7,kentucky
74,24.3,kentucky
75,10.7,kentucky
76,14.2,kentucky
77,23.3,kentucky
78,15.2,kentucky
79,16.3,kentucky
80,25.4,kentucky
81,19.6,kentucky
82,25.8,kentucky
83,18.8,kentucky
84,32.8,kentucky
85,18.6,kentucky
86,32.4,kentucky
87,34.3,kentucky
88,4.5,kentucky
89,22.6,kentucky
90,32.6,kentucky
91,34.3,kentucky
92,32.6,kentucky
93,26.3,kentucky
94,27.3,kentucky
95,29.5,kentucky
96,21.5,kentucky
97,30.6,kentucky
98,15.5,kentucky
99,26.5,kentucky
100,18.1,kentucky
1,5.3,maine
2,6.2,maine
3,5.6,maine
4,7.2,maine
5,10.6,maine
6,13.7,maine
7,8.0,maine
8,7.3,maine
9,5.4,maine
10,6.1,maine
11,21.6,maine
12,31.4,maine
13,15.9,maine
14,11.9,maine
15,7.5,maine
