district,native,foreign born,state
22,0.9762,0.0238,arkansas
23,0.9747,0.0253,arkansas
24,0.9467,0.0533,arkansas
25,0.9623,0.0377,arkansas
26,0.9862,0.0138,arkansas
27,0.967,0.033,arkansas
28,0.9759,0.0241,arkansas
29,0.902,0.098,arkansas
30,0.9458,0.0542,arkansas
31,0.9437,0.0563,arkansas
32,0.8968,0.1032,arkansas
33,0.9397,0.0603,arkansas
34,0.9585,0.0415,arkansas
35,0.9501,0.0499,arkansas
36,0.9558,0.0442,arkansas
37,0.9677,0.0323,arkansas
38,0.949,0.051,arkansas
39,0.9732,0.0268,arkansas
40,0.9787,0.0213,arkansas
41,0.9735,0.0265,arkansas
42,0.9636,0.0364,arkansas
43,0.9756,0.0244,arkansas
44,0.9841,0.0159,arkansas
45,0.9873,0.0127,arkansas
46,0.9589,0.0411,arkansas
47,0.9878,0.0122,arkansas
48,0.9752,0.0248,arkansas
49,0.9914,0.0086,arkansas
50,0.9906,0.0094,arkansas
51,0.9834,0.0166,arkansas
52,0.9859,0.0141,arkansas
53,0.9838,0.0162,arkansas
54,0.9834,0.0166,arkansas
55,0.982,0.018,arkansas
56,0.99,0.01,arkansas
57,0.9912,0.0088,arkansas
58,0.9577,0.0423,arkansas
59,0.94,0.06,arkansas
60,0.996,0.004,arkansas
61,0.9888,0.0112,arkansas
62,0.9846,0.0154,arkansas
63,0.9631,0.0369,arkansas
64,0.9873,0.0127,arkansas
65,0.9836,0.0164,arkansas
66,0.9849,0.0151,arkansas
67,0.9909,0.0091,arkansas
68,0.983,0.017,arkansas
69,0.9305,0.0695,arkansas
70,0.958,0.042,arkansas
71,0.9157,0.0843,arkansas
72,0.9582,0.0418,arkansas
73,0.9155,0.0845,arkansas
74,0.9809,0.0191,arkansas
75,0.9737,0.0263,arkansas
76,0.8963,0.1037,arkansas
77,0.9391,0.0609,arkansas
78,0.7728,0.2272,arkansas
79,0.9312,0.0688,arkansas
80,0.9821,0.0179,arkansas
81,0.9811,0.0189,arkansas
82,0.9746,0.0254,arkansas
83,0.9928,0.0072,arkansas
84,0.9471,0.0529,arkansas
85,0.9431,0.0569,arkansas
86,0.9179,0.0821,arkansas
87,0.8901,0.1099,arkansas
88,0.806,0.194,arkansas
89,0.6994,0.3006,arkansas
90,0.8524,0.1476,arkansas
91,0.9391,0.0609,arkansas
92,0.9562,0.0438,arkansas
93,0.8685,0.1315,arkansas
94,0.8161,0.1839,arkansas
95,0.9332,0.0668,arkansas
96,0.8446,0.1554,arkansas
97,0.9395,0.0605,arkansas
98,0.9621,0.0379,arkansas
99,0.9887,0.0113,arkansas
100,0.976,0.024,arkansas
1,0.9451,0.0549,california
2,0.8905,0.1095,california
3,0.8745,0.1255,california
4,0.8036,0.1964,california
5,0.8816,0.1184,california
6,0.8817,0.1183,california
7,0.7807,0.2193,california
8,0.8208,0.1792,california
9,0.76,0.24,california
10,0.8176,0.1824,california
11,0.8149,0.1851,california
12,0.8213,0.1787,california
13,0.7429,0.2571,california
14,0.7597,0.2403,california
15,0.7345,0.2655,california
16,0.7733,0.2267,california
17,0.6498,0.3502,california
18,0.6938,0.3062,california
19,0.6107,0.3893,california
20,0.6194,0.3806,california
21,0.7509,0.2491,california
22,0.684,0.316,california
23,0.8562,0.1438,california
24,0.6342,0.3658,california
25,0.5272,0.4728,california
26,0.7851,0.2149,california
27,0.5758,0.4242,california
28,0.6858,0.3142,california
29,0.8114,0.1886,california
30,0.6908,0.3092,california
31,0.7147,0.2853,california
32,0.7233,0.2767,california
33,0.864,0.136,california
34,0.8608,0.1392,california
35,0.8298,0.1702,california
36,0.8264,0.1736,california
37,0.7994,0.2006,california
38,0.7699,0.2301,california
39,0.5905,0.4095,california
40,0.793,0.207,california
41,0.771,0.229,california
42,0.8479,0.1521,california
43,0.559,0.441,california
44,0.7447,0.2553,california
45,0.6367,0.3633,california
46,0.6183,0.3817,california
47,0.7246,0.2754,california
48,0.6721,0.3279,california
49,0.4924,0.5076,california
50,0.7337,0.2663,california
51,0.5951,0.4049,california
52,0.6965,0.3035,california
53,0.4756,0.5244,california
54,0.7045,0.2955,california
55,0.6707,0.3293,california
56,0.6949,0.3051,california
57,0.7032,0.2968,california
58,0.6393,0.3607,california
59,0.5934,0.4066,california
60,0.7332,0.2668,california
61,0.77,0.23,california
62,0.7169,0.2831,california
63,0.6346,0.3654,california
64,0.6705,0.3295,california
65,0.6426,0.3574,california
66,0.7364,0.2636,california
67,0.8317,0.1683,california
68,0.7133,0.2867,california
69,0.5653,0.4347,california
70,0.7544,0.2456,california
71,0.829,0.171,california
72,0.6457,0.3543,california
73,0.8172,0.1828,california
74,0.7568,0.2432,california
75,0.7886,0.2114,california
76,0.8258,0.1742,california
77,0.7401,0.2599,california
78,0.8194,0.1806,california
79,0.7339,0.2661,california
80,0.649,0.351,california
1,0.8091,0.1909,colorado
2,0.9283,0.0717,colorado
3,0.8876,0.1124,colorado
4,0.8275,0.1725,colorado
5,0.7848,0.2152,colorado
6,0.8544,0.1456,colorado
7,0.7751,0.2249,colorado
8,0.9105,0.0895,colorado
9,0.8541,0.1459,colorado
10,0.8808,0.1192,colorado
11,0.8889,0.1111,colorado
12,0.8971,0.1029,colorado
13,0.9363,0.0637,colorado
14,0.9373,0.0627,colorado
15,0.9285,0.0715,colorado
16,0.9413,0.0587,colorado
17,0.8637,0.1363,colorado
18,0.9397,0.0603,colorado
19,0.9507,0.0493,colorado
20,0.9276,0.0724,colorado
21,0.9421,0.0579,colorado
22,0.9478,0.0522,colorado
23,0.9193,0.0807,colorado
24,0.9327,0.0673,colorado
25,0.9542,0.0458,colorado
26,0.8543,0.1457,colorado
27,0.9516,0.0484,colorado
28,0.8974,0.1026,colorado
29,0.9281,0.0719,colorado
30,0.7908,0.2092,colorado
31,0.8811,0.1189,colorado
32,0.8023,0.1977,colorado
33,0.8957,0.1043,colorado
34,0.8536,0.1464,colorado
35,0.876,0.124,colorado
36,0.8361,0.1639,colorado
37,0.881,0.119,colorado
38,0.9417,0.0583,colorado
39,0.9396,0.0604,colorado
40,0.8702,0.1298,colorado
41,0.7914,0.2086,colorado
42,0.7273,0.2727,colorado
43,0.914,0.086,colorado
44,0.9189,0.0811,colorado
45,0.954,0.046,colorado
46,0.9726,0.0274,colorado
47,0.9543,0.0457,colorado
48,0.9439,0.0561,colorado
49,0.9658,0.0342,colorado
50,0.8605,0.1395,colorado
51,0.9632,0.0368,colorado
52,0.9332,0.0668,colorado
53,0.9401,0.0599,colorado
54,0.9654,0.0346,colorado
55,0.9608,0.0392,colorado
56,0.9126,0.0874,colorado
57,0.8744,0.1256,colorado
58,0.9452,0.0548,colorado
59,0.9598,0.0402,colorado
60,0.968,0.032,colorado
61,0.9084,0.0916,colorado
62,0.9356,0.0644,colorado
63,0.9219,0.0781,colorado
64,0.9504,0.0496,colorado
65,0.9121,0.0879,colorado
1,0.7338,0.2662,connecticut
2,0.868,0.132,connecticut
3,0.8171,0.1829,connecticut
4,0.8083,0.1917,connecticut
5,0.8251,0.1749,connecticut
6,0.7513,0.2487,connecticut
7,0.7926,0.2074,connecticut
8,0.9488,0.0512,connecticut
9,0.78,0.22,connecticut
10,0.8189,0.1811,connecticut
11,0.7118,0.2882,connecticut
12,0.8645,0.1355,connecticut
13,0.8744,0.1256,connecticut
14,0.871,0.129,connecticut
15,0.8013,0.1987,connecticut
16,0.9001,0.0999,connecticut
17,0.9062,0.0938,connecticut
18,0.8397,0.1603,connecticut
19,0.8555,0.1445,connecticut
20,0.7754,0.2246,connecticut
21,0.8228,0.1772,connecticut
22,0.8856,0.1144,connecticut
23,0.9221,0.0779,connecticut
24,0.8126,0.1874,connecticut
25,0.8775,0.1225,connecticut
26,0.7292,0.2708,connecticut
27,0.8173,0.1827,connecticut
28,0.8225,0.1775,connecticut
29,0.7939,0.2061,connecticut
30,0.8969,0.1031,connecticut
31,0.9052,0.0948,connecticut
32,0.9314,0.0686,connecticut
33,0.8679,0.1321,connecticut
34,0.9485,0.0515,connecticut
35,0.9277,0.0723,connecticut
36,0.9469,0.0531,connecticut
37,0.918,0.082,connecticut
38,0.9267,0.0733,connecticut
39,0.8478,0.1522,connecticut
40,0.9328,0.0672,connecticut
41,0.8919,0.1081,connecticut
42,0.9169,0.0831,connecticut
43,0.9531,0.0469,connecticut
44,0.9496,0.0504,connecticut
45,0.958,0.042,connecticut
46,0.876,0.124,connecticut
47,0.9636,0.0364,connecticut
48,0.9398,0.0602,connecticut
49,0.8936,0.1064,connecticut
50,0.9611,0.0389,connecticut
51,0.9731,0.0269,connecticut
52,0.9523,0.0477,connecticut
53,0.9552,0.0448,connecticut
54,0.8831,0.1169,connecticut
55,0.9571,0.0429,connecticut
56,0.9057,0.0943,connecticut
57,0.9192,0.0808,connecticut
58,0.9052,0.0948,connecticut
59,0.948,0.052,connecticut
60,0.8912,0.1088,connecticut
61,0.9339,0.0661,connecticut
62,0.9572,0.0428,connecticut
63,0.9391,0.0609,connecticut
64,0.9275,0.0725,connecticut
65,0.8795,0.1205,connecticut
66,0.9405,0.0595,connecticut
67,0.8984,0.1016,connecticut
68,0.9218,0.0782,connecticut
69,0.9278,0.0722,connecticut
70,0.8767,0.1233,connecticut
71,0.8414,0.1586,connecticut
72,0.8569,0.1431,connecticut
73,0.8631,0.1369,connecticut
74,0.8208,0.1792,connecticut
75,0.8366,0.1634,connecticut
76,0.9504,0.0496,connecticut
77,0.9194,0.0806,connecticut
78,0.9359,0.0641,connecticut
79,0.8955,0.1045,connecticut
80,0.9258,0.0742,connecticut
81,0.9288,0.0712,connecticut
82,0.9082,0.0918,connecticut
83,0.9306,0.0694,connecticut
84,0.9048,0.0952,connecticut
85,0.9024,0.0976,connecticut
86,0.9497,0.0503,connecticut
87,0.9021,0.0979,connecticut
88,0.8985,0.1015,connecticut
89,0.9039,0.0961,connecticut
90,0.9134,0.0866,connecticut
91,0.817,0.183,connecticut
92,0.864,0.136,connecticut
93,0.8987,0.1013,connecticut
94,0.8501,0.1499,connecticut
95,0.8236,0.1764,connecticut
96,0.8022,0.1978,connecticut
97,0.8377,0.1623,connecticut
98,0.9398,0.0602,connecticut
99,0.9133,0.0867,connecticut
100,0.9006,0.0994,connecticut
101,0.9392,0.0608,connecticut
102,0.9107,0.0893,connecticut
103,0.918,0.082,connecticut
104,0.8612,0.1388,connecticut
105,0.9088,0.0912,connecticut
106,0.9185,0.0815,connecticut
107,0.8695,0.1305,connecticut
108,0.8736,0.1264,connecticut
109,0.7111,0.2889,connecticut
110,0.5567,0.4433,connecticut
111,0.8993,0.1007,connecticut
112,0.9147,0.0853,connecticut
113,0.8679,0.1321,connecticut
114,0.8321,0.1679,connecticut
115,0.8462,0.1538,connecticut
116,0.7836,0.2164,connecticut
117,0.9141,0.0859,connecticut
118,0.88,0.12,connecticut
119,0.9105,0.0895,connecticut
120,0.8736,0.1264,connecticut
121,0.8348,0.1652,connecticut
122,0.887,0.113,connecticut
123,0.8688,0.1312,connecticut
124,0.7445,0.2555,connecticut
125,0.8757,0.1243,connecticut
126,0.7524,0.2476,connecticut
127,0.6531,0.3469,connecticut
128,0.6906,0.3094,connecticut
129,0.7111,0.2889,connecticut
130,0.7321,0.2679,connecticut
131,0.9095,0.0905,connecticut
132,0.9182,0.0818,connecticut
133,0.8294,0.1706,connecticut
134,0.9043,0.0957,connecticut
135,0.8785,0.1215,connecticut
136,0.8786,0.1214,connecticut
137,0.712,0.288,connecticut
138,0.7949,0.2051,connecticut
139,0.9007,0.0993,connecticut
140,0.5914,0.4086,connecticut
141,0.8896,0.1104,connecticut
142,0.8048,0.1952,connecticut
143,0.8695,0.1305,connecticut
144,0.7386,0.2614,connecticut
145,0.5857,0.4143,connecticut
146,0.6116,0.3884,connecticut
147,0.8006,0.1994,connecticut
148,0.5944,0.4056,connecticut
149,0.8321,0.1679,connecticut
150,0.7172,0.2828,connecticut
151,0.7724,0.2276,connecticut
1,0.9517,0.0483,delaware
2,0.9362,0.0638,delaware
3,0.9148,0.0852,delaware
4,0.8931,0.1069,delaware
5,0.8395,0.1605,delaware
6,0.9318,0.0682,delaware
7,0.935,0.065,delaware
8,0.9422,0.0578,delaware
9,0.9639,0.0361,delaware
10,0.8585,0.1415,delaware
11,0.9645,0.0355,delaware
12,0.8933,0.1067,delaware
13,0.9042,0.0958,delaware
14,0.9443,0.0557,delaware
15,0.8993,0.1007,delaware
16,0.9205,0.0795,delaware
17,0.8606,0.1394,delaware
18,0.8313,0.1687,delaware
19,0.8796,0.1204,delaware
20,0.9459,0.0541,delaware
21,0.9081,0.0919,delaware
22,0.8752,0.1248,delaware
23,0.8922,0.1078,delaware
24,0.8488,0.1512,delaware
25,0.8647,0.1353,delaware
26,0.803,0.197,delaware
27,0.8867,0.1133,delaware
28,0.944,0.056,delaware
29,0.937,0.063,delaware
30,0.9849,0.0151,delaware
31,0.9227,0.0773,delaware
32,0.9192,0.0808,delaware
33,0.9323,0.0677,delaware
34,0.9398,0.0602,delaware
35,0.9235,0.0765,delaware
36,0.9324,0.0676,delaware
37,0.9082,0.0918,delaware
38,0.959,0.041,delaware
39,0.9237,0.0763,delaware
40,0.9528,0.0472,delaware
41,0.9114,0.0886,delaware
1,0.9531,0.0469,florida
2,0.9528,0.0472,florida
3,0.9568,0.0432,florida
4,0.9295,0.0705,florida
5,0.9612,0.0388,florida
6,0.943,0.057,florida
7,0.9706,0.0294,florida
8,0.9351,0.0649,florida
9,0.9282,0.0718,florida
10,0.9618,0.0382,florida
11,0.9495,0.0505,florida
12,0.8573,0.1427,florida
13,0.921,0.079,florida
14,0.9586,0.0414,florida
15,0.9215,0.0785,florida
16,0.8408,0.1592,florida
17,0.929,0.071,florida
18,0.924,0.076,florida
19,0.9616,0.0384,florida
20,0.9275,0.0725,florida
21,0.8974,0.1026,florida
22,0.9169,0.0831,florida
23,0.9433,0.0567,florida
24,0.8992,0.1008,florida
25,0.9265,0.0735,florida
26,0.9315,0.0685,florida
27,0.9254,0.0746,florida
28,0.8921,0.1079,florida
29,0.8644,0.1356,florida
30,0.8792,0.1208,florida
31,0.9026,0.0974,florida
32,0.9054,0.0946,florida
33,0.9462,0.0538,florida
34,0.9436,0.0564,florida
35,0.9328,0.0672,florida
36,0.9096,0.0904,florida
37,0.918,0.082,florida
38,0.8951,0.1049,florida
39,0.9043,0.0957,florida
40,0.9137,0.0863,florida
41,0.8864,0.1136,florida
42,0.8802,0.1198,florida
43,0.7695,0.2305,florida
44,0.7647,0.2353,florida
45,0.7768,0.2232,florida
46,0.7493,0.2507,florida
47,0.8865,0.1135,florida
48,0.7363,0.2637,florida
49,0.8314,0.1686,florida
50,0.8504,0.1496,florida
51,0.9281,0.0719,florida
52,0.9099,0.0901,florida
53,0.8886,0.1114,florida
54,0.9016,0.0984,florida
55,0.8872,0.1128,florida
56,0.8696,0.1304,florida
57,0.8751,0.1249,florida
58,0.8704,0.1296,florida
59,0.8721,0.1279,florida
60,0.8745,0.1255,florida
61,0.8652,0.1348,florida
62,0.6799,0.3201,florida
63,0.8195,0.1805,florida
64,0.8642,0.1358,florida
65,0.896,0.104,florida
66,0.8994,0.1006,florida
67,0.8599,0.1401,florida
68,0.8722,0.1278,florida
69,0.8785,0.1215,florida
70,0.8829,0.1171,florida
71,0.8793,0.1207,florida
72,0.8482,0.1518,florida
73,0.8898,0.1102,florida
74,0.9068,0.0932,florida
75,0.8981,0.1019,florida
76,0.8582,0.1418,florida
77,0.8538,0.1462,florida
78,0.8443,0.1557,florida
79,0.8205,0.1795,florida
80,0.7519,0.2481,florida
81,0.7616,0.2384,florida
82,0.88,0.12,florida
83,0.8504,0.1496,florida
84,0.843,0.157,florida
85,0.8467,0.1533,florida
86,0.7566,0.2434,florida
87,0.5825,0.4175,florida
88,0.7348,0.2652,florida
89,0.8032,0.1968,florida
90,0.7477,0.2523,florida
91,0.8203,0.1797,florida
92,0.6642,0.3358,florida
93,0.7891,0.2109,florida
94,0.7246,0.2754,florida
95,0.5694,0.4306,florida
96,0.7249,0.2751,florida
97,0.6965,0.3035,florida
98,0.7105,0.2895,florida
99,0.7125,0.2875,florida
100,0.5476,0.4524,florida
101,0.6194,0.3806,florida
102,0.6321,0.3679,florida
103,0.4007,0.5993,florida
104,0.6133,0.3867,florida
105,0.4696,0.5304,florida
106,0.8286,0.1714,florida
107,0.5359,0.4641,florida
108,0.5966,0.4034,florida
109,0.6292,0.3708,florida
110,0.3376,0.6624,florida
111,0.2963,0.7037,florida
112,0.4293,0.5707,florida
113,0.4063,0.5937,florida
114,0.5186,0.4814,florida
115,0.5214,0.4786,florida
116,0.3897,0.6103,florida
117,0.6309,0.3691,florida
118,0.4501,0.5499,florida
119,0.4146,0.5854,florida
120,0.7053,0.2947,florida
1,0.9858,0.0142,georgia
2,0.9817,0.0183,georgia
3,0.9726,0.0274,georgia
4,0.7583,0.2417,georgia
5,0.8927,0.1073,georgia
6,0.877,0.123,georgia
7,0.9555,0.0445,georgia
8,0.964,0.036,georgia
9,0.9631,0.0369,georgia
10,0.9449,0.0551,georgia
11,0.9601,0.0399,georgia
12,0.9466,0.0534,georgia
13,0.9186,0.0814,georgia
14,0.9677,0.0323,georgia
15,0.9461,0.0539,georgia
16,0.9424,0.0576,georgia
17,0.9531,0.0469,georgia
18,0.9509,0.0491,georgia
19,0.9472,0.0528,georgia
20,0.9068,0.0932,georgia
21,0.9146,0.0854,georgia
22,0.8763,0.1237,georgia
23,0.8899,0.1101,georgia
24,0.8821,0.1179,georgia
25,0.7885,0.2115,georgia
26,0.9172,0.0828,georgia
27,0.9062,0.0938,georgia
28,0.9484,0.0516,georgia
29,0.7297,0.2703,georgia
30,0.8405,0.1595,georgia
31,0.9546,0.0454,georgia
32,0.9735,0.0265,georgia
33,0.9697,0.0303,georgia
34,0.8849,0.1151,georgia
35,0.8443,0.1557,georgia
36,0.9228,0.0772,georgia
37,0.8094,0.1906,georgia
38,0.8534,0.1466,georgia
39,0.8172,0.1828,georgia
40,0.8509,0.1491,georgia
41,0.7827,0.2173,georgia
42,0.7405,0.2595,georgia
43,0.8276,0.1724,georgia
44,0.8697,0.1303,georgia
45,0.8686,0.1314,georgia
46,0.8919,0.1081,georgia
47,0.8564,0.1436,georgia
48,0.7757,0.2243,georgia
49,0.7627,0.2373,georgia
50,0.6702,0.3298,georgia
51,0.8394,0.1606,georgia
52,0.8412,0.1588,georgia
53,0.9329,0.0671,georgia
54,0.8776,0.1224,georgia
55,0.9516,0.0484,georgia
56,0.8955,0.1045,georgia
57,0.9287,0.0713,georgia
58,0.9372,0.0628,georgia
59,0.9376,0.0624,georgia
60,0.9182,0.0818,georgia
61,0.9211,0.0789,georgia
62,0.9373,0.0627,georgia
63,0.9215,0.0785,georgia
64,0.9199,0.0801,georgia
65,0.9372,0.0628,georgia
66,0.9189,0.0811,georgia
67,0.9391,0.0609,georgia
68,0.9749,0.0251,georgia
69,0.9777,0.0223,georgia
70,0.9393,0.0607,georgia
71,0.9276,0.0724,georgia
72,0.9233,0.0767,georgia
73,0.9492,0.0508,georgia
74,0.8226,0.1774,georgia
75,0.8752,0.1248,georgia
76,0.884,0.116,georgia
77,0.8657,0.1343,georgia
78,0.8682,0.1318,georgia
79,0.7595,0.2405,georgia
80,0.7594,0.2406,georgia
81,0.6575,0.3425,georgia
82,0.7498,0.2502,georgia
83,0.9368,0.0632,georgia
84,0.9234,0.0766,georgia
85,0.7547,0.2453,georgia
86,0.7967,0.2033,georgia
87,0.8346,0.1654,georgia
88,0.8376,0.1624,georgia
89,0.9487,0.0513,georgia
90,0.9383,0.0617,georgia
91,0.935,0.065,georgia
92,0.8852,0.1148,georgia
93,0.8596,0.1404,georgia
94,0.8586,0.1414,georgia
95,0.7909,0.2091,georgia
96,0.6131,0.3869,georgia
97,0.7676,0.2324,georgia
98,0.8109,0.1891,georgia
99,0.5663,0.4337,georgia
100,0.6508,0.3492,georgia
101,0.6907,0.3093,georgia
102,0.7693,0.2307,georgia
103,0.8821,0.1179,georgia
104,0.8262,0.1738,georgia
105,0.8111,0.1889,georgia
106,0.8279,0.1721,georgia
107,0.7394,0.2606,georgia
108,0.7424,0.2576,georgia
109,0.9261,0.0739,georgia
110,0.9612,0.0388,georgia
111,0.909,0.091,georgia
112,0.9714,0.0286,georgia
113,0.9153,0.0847,georgia
114,0.928,0.072,georgia
115,0.9784,0.0216,georgia
116,0.9263,0.0737,georgia
117,0.9135,0.0865,georgia
118,0.9044,0.0956,georgia
119,0.9159,0.0841,georgia
120,0.9551,0.0449,georgia
121,0.9612,0.0388,georgia
122,0.9148,0.0852,georgia
123,0.9368,0.0632,georgia
124,0.9595,0.0405,georgia
125,0.9739,0.0261,georgia
126,0.9733,0.0267,georgia
127,0.9648,0.0352,georgia
128,0.9832,0.0168,georgia
129,0.978,0.022,georgia
130,0.9602,0.0398,georgia
131,0.9865,0.0135,georgia
132,0.9547,0.0453,georgia
133,0.9659,0.0341,georgia
134,0.9394,0.0606,georgia
135,0.945,0.055,georgia
136,0.9504,0.0496,georgia
137,0.9765,0.0235,georgia
138,0.9609,0.0391,georgia
139,0.963,0.037,georgia
140,0.9616,0.0384,georgia
141,0.9481,0.0519,georgia
142,0.967,0.033,georgia
143,0.9809,0.0191,georgia
144,0.978,0.022,georgia
145,0.9716,0.0284,georgia
146,0.9375,0.0625,georgia
147,0.9497,0.0503,georgia
148,0.9762,0.0238,georgia
149,0.9426,0.0574,georgia
150,0.9808,0.0192,georgia
151,0.9511,0.0489,georgia
152,0.9708,0.0292,georgia
153,0.9748,0.0252,georgia
154,0.9796,0.0204,georgia
155,0.965,0.035,georgia
156,0.9464,0.0536,georgia
157,0.9656,0.0344,georgia
158,0.9785,0.0215,georgia
159,0.9808,0.0192,georgia
160,0.964,0.036,georgia
161,0.9392,0.0608,georgia
162,0.9358,0.0642,georgia
163,0.9466,0.0534,georgia
164,0.9287,0.0713,georgia
165,0.9577,0.0423,georgia
166,0.9415,0.0585,georgia
167,0.9525,0.0475,georgia
168,0.9379,0.0621,georgia
169,0.9416,0.0584,georgia
170,0.9624,0.0376,georgia
171,0.9628,0.0372,georgia
172,0.9096,0.0904,georgia
173,0.9608,0.0392,georgia
174,0.9378,0.0622,georgia
175,0.9522,0.0478,georgia
176,0.9582,0.0418,georgia
177,0.9579,0.0421,georgia
178,0.9801,0.0199,georgia
179,0.9429,0.0571,georgia
180,0.9659,0.0341,georgia
1,0.8673,0.1327,hawaii
2,0.9142,0.0858,hawaii
3,0.9099,0.0901,hawaii
4,0.8978,0.1022,hawaii
5,0.8612,0.1388,hawaii
6,0.8705,0.1295,hawaii
7,0.913,0.087,hawaii
8,0.843,0.157,hawaii
9,0.6776,0.3224,hawaii
10,0.7513,0.2487,hawaii
11,0.8098,0.1902,hawaii
12,0.9171,0.0829,hawaii
13,0.8792,0.1208,hawaii
14,0.8908,0.1092,hawaii
15,0.8117,0.1883,hawaii
16,0.8254,0.1746,hawaii
17,0.8467,0.1533,hawaii
18,0.8616,0.1384,hawaii
19,0.8452,0.1548,hawaii
20,0.8263,0.1737,hawaii
21,0.7324,0.2676,hawaii
22,0.6244,0.3756,hawaii
23,0.8327,0.1673,hawaii
24,0.7628,0.2372,hawaii
25,0.8053,0.1947,hawaii
26,0.6622,0.3378,hawaii
27,0.7131,0.2869,hawaii
28,0.667,0.333,hawaii
29,0.5085,0.4915,hawaii
30,0.73,0.27,hawaii
31,0.8536,0.1464,hawaii
32,0.7374,0.2626,hawaii
33,0.8789,0.1211,hawaii
34,0.8645,0.1355,hawaii
35,0.7876,0.2124,hawaii
36,0.907,0.093,hawaii
37,0.8927,0.1073,hawaii
38,0.5946,0.4054,hawaii
39,0.714,0.286,hawaii
40,0.7745,0.2255,hawaii
41,0.7939,0.2061,hawaii
42,0.8562,0.1438,hawaii
43,0.9066,0.0934,hawaii
44,0.8876,0.1124,hawaii
45,0.8948,0.1052,hawaii
46,0.8189,0.1811,hawaii
47,0.8879,0.1121,hawaii
48,0.9301,0.0699,hawaii
49,0.93,0.07,hawaii
50,0.9289,0.0711,hawaii
51,0.9205,0.0795,hawaii
1,0.6202,0.3798,illinois
2,0.5908,0.4092,illinois
3,0.6678,0.3322,illinois
4,0.79,0.21,illinois
5,0.8851,0.1149,illinois
6,0.8477,0.1523,illinois
7,0.8975,0.1025,illinois
8,0.9105,0.0895,illinois
9,0.8779,0.1221,illinois
10,0.9116,0.0884,illinois
11,0.8907,0.1093,illinois
12,0.8501,0.1499,illinois
13,0.7138,0.2862,illinois
14,0.7226,0.2774,illinois
15,0.6176,0.3824,illinois
16,0.5751,0.4249,illinois
17,0.7449,0.2551,illinois
18,0.8323,0.1677,illinois
19,0.686,0.314,illinois
20,0.707,0.293,illinois
21,0.6739,0.3261,illinois
22,0.6884,0.3116,illinois
23,0.6955,0.3045,illinois
24,0.6567,0.3433,illinois
25,0.845,0.155,illinois
26,0.872,0.128,illinois
27,0.936,0.064,illinois
28,0.9266,0.0734,illinois
29,0.9512,0.0488,illinois
30,0.9209,0.0791,illinois
31,0.8927,0.1073,illinois
32,0.8556,0.1444,illinois
33,0.9352,0.0648,illinois
34,0.9446,0.0554,illinois
35,0.9042,0.0958,illinois
36,0.8644,0.1356,illinois
37,0.9391,0.0609,illinois
38,0.9365,0.0635,illinois
39,0.6835,0.3165,illinois
40,0.6444,0.3556,illinois
41,0.8381,0.1619,illinois
42,0.8594,0.1406,illinois
43,0.6964,0.3036,illinois
44,0.6727,0.3273,illinois
45,0.799,0.201,illinois
46,0.7302,0.2698,illinois
47,0.8693,0.1307,illinois
48,0.8776,0.1224,illinois
49,0.8276,0.1724,illinois
50,0.9353,0.0647,illinois
51,0.8509,0.1491,illinois
52,0.8731,0.1269,illinois
53,0.7718,0.2282,illinois
54,0.8104,0.1896,illinois
