state,district,office,year,target
california,039,state house,2020,1
california,040,state house,2020,1
california,041,state house,2020,1
california,042,state house,2020,2
california,043,state house,2020,1
california,044,state house,2020,1
california,045,state house,2020,1
california,046,state house,2020,1
california,047,state house,2020,1
california,048,state house,2020,1
california,049,state house,2020,1
california,050,state house,2020,1
california,051,state house,2020,1
california,052,state house,2020,1
california,053,state house,2020,1
california,054,state house,2020,1
california,055,state house,2020,0
california,056,state house,2020,1
california,057,state house,2020,1
california,058,state house,2020,1
california,059,state house,2020,1
california,060,state house,2020,1
california,061,state house,2020,1
california,062,state house,2020,1
california,063,state house,2020,1
california,064,state house,2020,1
california,065,state house,2020,1
california,066,state house,2020,1
california,067,state house,2020,0
california,068,state house,2020,0
california,069,state house,2020,1
california,070,state house,2020,1
california,071,state house,2020,0
california,072,state house,2020,0
california,073,state house,2020,0
california,074,state house,2020,1
california,075,state house,2020,0
california,076,state house,2020,1
california,077,state house,2020,1
california,078,state house,2020,1
california,079,state house,2020,1
california,080,state house,2020,1
colorado,001,state house,2020,1
colorado,002,state house,2020,1
colorado,003,state house,2020,1
colorado,004,state house,2020,1
colorado,005,state house,2020,1
colorado,006,state house,2020,1
colorado,007,state house,2020,1
colorado,008,state house,2020,1
colorado,009,state house,2020,1
colorado,010,state house,2020,1
colorado,011,state house,2020,1
colorado,012,state house,2020,1
colorado,013,state house,2020,1
colorado,014,state house,2020,0
colorado,015,state house,2020,0
colorado,016,state house,2020,0
colorado,017,state house,2020,1
colorado,018,state house,2020,1
colorado,019,state house,2020,0
colorado,020,state house,2020,0
colorado,021,state house,2020,0
colorado,022,state house,2020,0
colorado,023,state house,2020,1
colorado,024,state house,2020,1
colorado,025,state house,2020,1
colorado,026,state house,2020,1
colorado,027,state house,2020,1
colorado,028,state house,2020,1
colorado,029,state house,2020,1
colorado,030,state house,2020,1
colorado,031,state house,2020,1
colorado,032,state house,2020,1
colorado,033,state house,2020,1
colorado,034,state house,2020,1
colorado,035,state house,2020,1
colorado,036,state house,2020,1
colorado,037,state house,2020,1
colorado,038,state house,2020,1
colorado,039,state house,2020,0
colorado,040,state house,2020,1
colorado,041,state house,2020,1
colorado,042,state house,2020,1
colorado,043,state house,2020,0
colorado,044,state house,2020,0
colorado,045,state house,2020,0
colorado,046,state house,2020,1
colorado,047,state house,2020,0
colorado,048,state house,2020,0
colorado,049,state house,2020,0
colorado,050,state house,2020,1
colorado,051,state house,2020,0
colorado,052,state house,2020,1
colorado,053,state house,2020,1
colorado,054,state house,2020,0
colorado,055,state house,2020,0
colorado,056,state house,2020,0
colorado,057,state house,2020,0
colorado,058,state house,2020,0
colorado,059,state house,2020,1
colorado,060,state house,2020,0
colorado,061,state house,2020,1
colorado,062,state house,2020,1
colorado,063,state house,2020,0
colorado,064,state house,2020,0
colorado,065,state house,2020,0
connecticut,001,state house,2020,1
connecticut,002,state house,2020,1
connecticut,003,state house,2020,1
connecticut,004,state house,2020,1
connecticut,005,state house,2020,1
connecticut,006,state house,2020,1
connecticut,007,state house,2020,1
connecticut,008,state house,2020,0
connecticut,009,state house,2020,1
connecticut,010,state house,2020,1
connecticut,011,state house,2020,1
connecticut,012,state house,2020,1
connecticut,013,state house,2020,1
connecticut,014,state house,2020,0
connecticut,015,state house,2020,1
connecticut,016,state house,2020,1
connecticut,017,state house,2020,1
connecticut,018,state house,2020,1
connecticut,019,state house,2020,1
connecticut,020,state house,2020,1
connecticut,021,state house,2020,1
connecticut,022,state house,2020,0
connecticut,023,state house,2020,0
connecticut,024,state house,2020,1
connecticut,025,state house,2020,1
connecticut,026,state house,2020,1
connecticut,027,state house,2020,1
connecticut,028,state house,2020,1
connecticut,029,state house,2020,1
connecticut,030,state house,2020,0
connecticut,031,state house,2020,1
connecticut,032,state house,2020,0
connecticut,033,state house,2020,1
connecticut,034,state house,2020,0
connecticut,035,state house,2020,0
connecticut,036,state house,2020,1
connecticut,037,state house,2020,0
connecticut,038,state house,2020,1
connecticut,039,state house,2020,1
connecticut,040,state house,2020,1
connecticut,041,state house,2020,1
connecticut,042,state house,2020,0
connecticut,043,state house,2020,1
connecticut,044,state house,2020,0
connecticut,045,state house,2020,0
connecticut,046,state house,2020,1
connecticut,047,state house,2020,0
connecticut,048,state house,2020,1
connecticut,049,state house,2020,1
connecticut,050,state house,2020,1
connecticut,051,state house,2020,0
connecticut,052,state house,2020,0
connecticut,053,state house,2020,0
connecticut,054,state house,2020,1
connecticut,055,state house,2020,0
connecticut,056,state house,2020,1
connecticut,057,state house,2020,0
connecticut,058,state house,2020,1
connecticut,059,state house,2020,0
connecticut,060,state house,2020,1
connecticut,061,state house,2020,0
connecticut,062,state house,2020,0
connecticut,063,state house,2020,0
connecticut,064,state house,2020,1
connecticut,065,state house,2020,1
connecticut,066,state house,2020,0
connecticut,067,state house,2020,0
connecticut,068,state house,2020,0
connecticut,069,state house,2020,0
connecticut,070,state house,2020,0
connecticut,071,state house,2020,0
connecticut,072,state house,2020,1
connecticut,073,state house,2020,1
connecticut,074,state house,2020,1
connecticut,075,state house,2020,1
connecticut,076,state house,2020,0
connecticut,077,state house,2020,0
connecticut,078,state house,2020,0
connecticut,079,state house,2020,1
connecticut,080,state house,2020,0
connecticut,081,state house,2020,0
connecticut,082,state house,2020,1
connecticut,083,state house,2020,1
connecticut,084,state house,2020,1
connecticut,085,state house,2020,1
connecticut,086,state house,2020,0
connecticut,087,state house,2020,0
connecticut,088,state house,2020,1
connecticut,089,state house,2020,0
connecticut,090,state house,2020,0
connecticut,091,state house,2020,1
connecticut,092,state house,2020,1
connecticut,093,state house,2020,1
connecticut,094,state house,2020,1
connecticut,095,state house,2020,1
connecticut,096,state house,2020,1
connecticut,097,state house,2020,1
connecticut,098,state house,2020,1
connecticut,099,state house,2020,0
connecticut,100,state house,2020,1
connecticut,101,state house,2020,1
connecticut,102,state house,2020,1
connecticut,103,state house,2020,1
connecticut,104,state house,2020,1
connecticut,105,state house,2020,0
connecticut,106,state house,2020,0
connecticut,107,state house,2020,0
connecticut,108,state house,2020,0
connecticut,109,state house,2020,1
connecticut,110,state house,2020,1
connecticut,111,state house,2020,1
connecticut,112,state house,2020,0
connecticut,113,state house,2020,0
connecticut,114,state house,2020,1
connecticut,115,state house,2020,1
connecticut,116,state house,2020,1
connecticut,117,state house,2020,0
connecticut,118,state house,2020,1
connecticut,119,state house,2020,0
connecticut,120,state house,2020,1
connecticut,121,state house,2020,1
connecticut,122,state house,2020,0
connecticut,123,state house,2020,0
connecticut,124,state house,2020,1
connecticut,125,state house,2020,0
connecticut,126,state house,2020,1
connecticut,127,state house,2020,1
connecticut,128,state house,2020,1
connecticut,129,state house,2020,1
connecticut,130,state house,2020,1
connecticut,131,state house,2020,0
connecticut,132,state house,2020,1
connecticut,133,state house,2020,1
connecticut,134,state house,2020,0
connecticut,135,state house,2020,1
connecticut,136,state house,2020,1
connecticut,137,state house,2020,1
connecticut,138,state house,2020,1
connecticut,139,state house,2020,1
connecticut,140,state house,2020,1
connecticut,141,state house,2020,0
connecticut,142,state house,2020,1
connecticut,143,state house,2020,1
connecticut,144,state house,2020,1
connecticut,145,state house,2020,1
connecticut,146,state house,2020,1
connecticut,147,state house,2020,1
connecticut,148,state house,2020,1
connecticut,149,state house,2020,0
connecticut,150,state house,2020,1
connecticut,151,state house,2020,0
delaware,001,state house,2020,1
delaware,002,state house,2020,1
delaware,003,state house,2020,1
delaware,004,state house,2020,1
delaware,005,state house,2020,1
delaware,006,state house,2020,1
delaware,007,state house,2020,1
delaware,008,state house,2020,1
delaware,009,state house,2020,0
delaware,010,state house,2020,1
delaware,011,state house,2020,0
delaware,012,state house,2020,1
delaware,013,state house,2020,1
delaware,014,state house,2020,1
delaware,015,state house,2020,1
delaware,016,state house,2020,1
delaware,017,state house,2020,1
delaware,018,state house,2020,1
delaware,019,state house,2020,1
delaware,020,state house,2020,0
delaware,021,state house,2020,0
delaware,022,state house,2020,0
delaware,023,state house,2020,1
delaware,024,state house,2020,1
delaware,025,state house,2020,1
delaware,026,state house,2020,1
delaware,027,state house,2020,1
delaware,028,state house,2020,1
delaware,029,state house,2020,1
delaware,030,state house,2020,0
delaware,031,state house,2020,1
delaware,032,state house,2020,1
delaware,033,state house,2020,0
delaware,034,state house,2020,0
delaware,035,state house,2020,0
delaware,036,state house,2020,0
delaware,037,state house,2020,0
delaware,038,state house,2020,0
delaware,039,state house,2020,0
delaware,040,state house,2020,0
delaware,041,state house,2020,0
florida,001,state house,2020,0
florida,002,state house,2020,0
florida,003,state house,2020,0
florida,004,state house,2020,0
florida,006,state house,2020,0
florida,007,state house,2020,0
florida,009,state house,2020,1
florida,010,state house,2020,0
florida,011,state house,2020,0
florida,012,state house,2020,0
florida,015,state house,2020,0
florida,016,state house,2020,0
florida,017,state house,2020,0
florida,018,state house,2020,0
florida,019,state house,2020,0
florida,021,state house,2020,0
florida,022,state house,2020,0
florida,023,state house,2020,0
florida,024,state house,2020,0
florida,025,state house,2020,0
florida,026,state house,2020,0
florida,027,state house,2020,0
florida,028,state house,2020,0
florida,029,state house,2020,0
florida,030,state house,2020,1
florida,031,state house,2020,0
florida,032,state house,2020,0
florida,033,state house,2020,0
florida,034,state house,2020,0
florida,035,state house,2020,0
florida,036,state house,2020,0
florida,037,state house,2020,0
florida,038,state house,2020,0
florida,039,state house,2020,0
florida,040,state house,2020,0
florida,041,state house,2020,0
florida,042,state house,2020,0
florida,044,state house,2020,1
florida,047,state house,2020,1
florida,048,state house,2020,1
florida,049,state house,2020,1
florida,050,state house,2020,0
florida,051,state house,2020,0
florida,052,state house,2020,0
florida,053,state house,2020,0
florida,054,state house,2020,0
florida,055,state house,2020,0
florida,056,state house,2020,0
florida,057,state house,2020,0
florida,058,state house,2020,0
florida,059,state house,2020,1
florida,060,state house,2020,0
florida,062,state house,2020,1
florida,064,state house,2020,0
florida,065,state house,2020,0
florida,066,state house,2020,0
florida,067,state house,2020,0
florida,068,state house,2020,1
florida,069,state house,2020,0
florida,071,state house,2020,0
florida,072,state house,2020,0
florida,073,state house,2020,0
florida,074,state house,2020,0
florida,075,state house,2020,0
florida,076,state house,2020,0
florida,077,state house,2020,0
florida,078,state house,2020,0
florida,079,state house,2020,0
florida,080,state house,2020,0
florida,081,state house,2020,1
florida,082,state house,2020,0
florida,083,state house,2020,0
florida,084,state house,2020,0
florida,085,state house,2020,0
florida,086,state house,2020,1
florida,087,state house,2020,1
florida,088,state house,2020,1
florida,089,state house,2020,0
florida,090,state house,2020,1
florida,091,state house,2020,1
florida,092,state house,2020,1
florida,093,state house,2020,0
florida,101,state house,2020,1
florida,103,state house,2020,0
florida,104,state house,2020,1
florida,105,state house,2020,0
florida,106,state house,2020,0
florida,110,state house,2020,0
florida,111,state house,2020,0
florida,112,state house,2020,1
florida,114,state house,2020,0
florida,115,state house,2020,0
florida,116,state house,2020,0
florida,118,state house,2020,0
florida,119,state house,2020,0
florida,120,state house,2020,0
georgia,001,state house,2020,0
georgia,002,state house,2020,0
georgia,003,state house,2020,0
georgia,004,state house,2020,0
georgia,005,state house,2020,0
georgia,006,state house,2020,0
georgia,007,state house,2020,0
georgia,008,state house,2020,0
georgia,009,state house,2020,0
georgia,010,state house,2020,0
georgia,011,state house,2020,0
georgia,012,state house,2020,0
georgia,013,state house,2020,0
georgia,014,state house,2020,0
georgia,015,state house,2020,0
georgia,016,state house,2020,0
georgia,017,state house,2020,0
georgia,018,state house,2020,0
georgia,019,state house,2020,0
georgia,020,state house,2020,0
georgia,021,state house,2020,0
georgia,022,state house,2020,0
georgia,023,state house,2020,0
georgia,024,state house,2020,0
georgia,025,state house,2020,0
georgia,026,state house,2020,0
georgia,027,state house,2020,0
georgia,028,state house,2020,0
georgia,029,state house,2020,0
georgia,030,state house,2020,0
georgia,031,state house,2020,0
georgia,032,state house,2020,0
georgia,033,state house,2020,0
georgia,034,state house,2020,0
georgia,035,state house,2020,0
georgia,036,state house,2020,0
georgia,037,state house,2020,1
georgia,038,state house,2020,1
georgia,039,state house,2020,1
georgia,040,state house,2020,1
georgia,041,state house,2020,1
georgia,042,state house,2020,1
georgia,043,state house,2020,0
georgia,044,state house,2020,0
georgia,045,state house,2020,0
georgia,046,state house,2020,0
georgia,047,state house,2020,0
georgia,048,state house,2020,1
georgia,049,state house,2020,0
georgia,050,state house,2020,1
georgia,051,state house,2020,1
georgia,052,state house,2020,1
georgia,053,state house,2020,1
georgia,054,state house,2020,1
georgia,055,state house,2020,1
georgia,056,state house,2020,1
georgia,057,state house,2020,1
georgia,058,state house,2020,1
georgia,059,state house,2020,1
georgia,060,state house,2020,1
georgia,061,state house,2020,1
georgia,062,state house,2020,1
georgia,063,state house,2020,1
georgia,064,state house,2020,1
georgia,065,state house,2020,1
georgia,066,state house,2020,1
georgia,067,state house,2020,0
georgia,068,state house,2020,0
georgia,069,state house,2020,0
georgia,070,state house,2020,0
georgia,071,state house,2020,0
georgia,072,state house,2020,0
georgia,073,state house,2020,0
georgia,074,state house,2020,1
georgia,075,state house,2020,1
georgia,076,state house,2020,1
georgia,077,state house,2020,1
georgia,078,state house,2020,1
georgia,079,state house,2020,1
georgia,080,state house,2020,1
georgia,081,state house,2020,1
georgia,082,state house,2020,1
georgia,083,state house,2020,1
georgia,084,state house,2020,1
georgia,085,state house,2020,1
georgia,086,state house,2020,1
georgia,087,state house,2020,1
georgia,088,state house,2020,1
georgia,089,state house,2020,1
georgia,090,state house,2020,1
georgia,091,state house,2020,1
georgia,092,state house,2020,1
georgia,093,state house,2020,1
georgia,094,state house,2020,1
georgia,095,state house,2020,1
georgia,096,state house,2020,1
georgia,097,state house,2020,0
georgia,098,state house,2020,0
georgia,099,state house,2020,1
georgia,100,state house,2020,1
georgia,101,state house,2020,1
georgia,102,state house,2020,1
georgia,103,state house,2020,0
georgia,104,state house,2020,0
georgia,105,state house,2020,1
georgia,106,state house,2020,1
georgia,107,state house,2020,1
georgia,108,state house,2020,1
georgia,109,state house,2020,1
georgia,110,state house,2020,0
georgia,111,state house,2020,1
georgia,112,state house,2020,0
georgia,113,state house,2020,1
georgia,114,state house,2020,0
georgia,115,state house,2020,0
georgia,116,state house,2020,0
georgia,117,state house,2020,0
georgia,118,state house,2020,1
georgia,119,state house,2020,0
georgia,120,state house,2020,0
georgia,121,state house,2020,0
georgia,122,state house,2020,0
georgia,123,state house,2020,0
georgia,124,state house,2020,1
georgia,125,state house,2020,1
georgia,126,state house,2020,1
georgia,127,state house,2020,1
georgia,128,state house,2020,1
georgia,129,state house,2020,0
georgia,130,state house,2020,0
georgia,131,state house,2020,0
georgia,132,state house,2020,0
georgia,133,state house,2020,0
georgia,134,state house,2020,0
georgia,135,state house,2020,1
georgia,136,state house,2020,1
georgia,137,state house,2020,1
georgia,138,state house,2020,0
georgia,139,state house,2020,1
georgia,140,state house,2020,0
georgia,141,state house,2020,0
georgia,142,state house,2020,1
georgia,143,state house,2020,1
georgia,144,state house,2020,0
georgia,145,state house,2020,0
georgia,146,state house,2020,0
georgia,147,state house,2020,0
georgia,148,state house,2020,0
georgia,149,state house,2020,0
georgia,150,state house,2020,0
georgia,151,state house,2020,0
georgia,152,state house,2020,0
georgia,153,state house,2020,1
georgia,154,state house,2020,1
georgia,155,state house,2020,0
georgia,156,state house,2020,0
georgia,157,state house,2020,0
georgia,158,state house,2020,0
georgia,159,state house,2020,0
georgia,160,state house,2020,0
georgia,161,state house,2020,0
georgia,162,state house,2020,1
georgia,163,state house,2020,1
georgia,164,state house,2020,0
georgia,165,state house,2020,1
georgia,166,state house,2020,0
georgia,167,state house,2020,0
georgia,168,state house,2020,1
georgia,169,state house,2020,0
georgia,170,state house,2020,0
georgia,171,state house,2020,0
georgia,172,state house,2020,0
georgia,173,state house,2020,0
georgia,174,state house,2020,0
georgia,175,state house,2020,0
georgia,176,state house,2020,0
georgia,177,state house,2020,1
georgia,178,state house,2020,0
georgia,179,state house,2020,0
georgia,180,state house,2020,0
hawaii,001,state house,2020,1
hawaii,002,state house,2020,1
hawaii,003,state house,2020,1
hawaii,004,state house,2020,1
hawaii,005,state house,2020,1
hawaii,009,state house,2020,1
hawaii,010,state house,2020,1
hawaii,011,state house,2020,1
hawaii,013,state house,2020,1
hawaii,014,state house,2020,1
hawaii,015,state house,2020,1
hawaii,016,state house,2020,1
hawaii,017,state house,2020,0
hawaii,018,state house,2020,1
hawaii,019,state house,2020,1
hawaii,020,state house,2020,1
hawaii,022,state house,2020,1
hawaii,024,state house,2020,1
hawaii,030,state house,2020,1
hawaii,033,state house,2020,1
hawaii,034,state house,2020,1
hawaii,035,state house,2020,1
hawaii,036,state house,2020,0
hawaii,037,state house,2020,1
hawaii,039,state house,2020,1
hawaii,040,state house,2020,0
hawaii,041,state house,2020,1
hawaii,043,state house,2020,1
hawaii,044,state house,2020,1
hawaii,045,state house,2020,0
hawaii,047,state house,2020,1
hawaii,049,state house,2020,1
hawaii,050,state house,2020,1
hawaii,051,state house,2020,1
idaho,"001, seat a",state house,2020,0
idaho,"001, seat b",state house,2020,0
idaho,"002, seat a",state house,2020,0
idaho,"002, seat b",state house,2020,0
idaho,"003, seat a",state house,2020,0
idaho,"003, seat b",state house,2020,0
idaho,"004, seat a",state house,2020,0
idaho,"004, seat b",state house,2020,0
idaho,"005, seat a",state house,2020,0
idaho,"005, seat b",state house,2020,0
idaho,"006, seat a",state house,2020,0
idaho,"006, seat b",state house,2020,0
idaho,"007, seat a",state house,2020,0
idaho,"007, seat b",state house,2020,0
idaho,"008, seat a",state house,2020,0
idaho,"008, seat b",state house,2020,0
idaho,"009, seat a",state house,2020,0
idaho,"009, seat b",state house,2020,0
idaho,"010, seat a",state house,2020,0
idaho,"010, seat b",state house,2020,0
idaho,"011, seat a",state house,2020,0
idaho,"011, seat b",state house,2020,0
idaho,"012, seat a",state house,2020,0
idaho,"012, seat b",state house,2020,0
idaho,"013, seat a",state house,2020,0
idaho,"013, seat b",state house,2020,0
idaho,"014, seat a",state house,2020,0
idaho,"014, seat b",state house,2020,0
idaho,"015, seat a",state house,2020,1
idaho,"015, seat b",state house,2020,0
idaho,"016, seat a",state house,2020,1
idaho,"016, seat b",state house,2020,1
idaho,"017, seat a",state house,2020,1
idaho,"017, seat b",state house,2020,1
idaho,"018, seat a",state house,2020,1
idaho,"018, seat b",state house,2020,1
idaho,"019, seat a",state house,2020,1
idaho,"019, seat b",state house,2020,1
idaho,"020, seat a",state house,2020,0
idaho,"020, seat b",state house,2020,0
idaho,"021, seat a",state house,2020,0
idaho,"021, seat b",state house,2020,0
idaho,"022, seat a",state house,2020,0
idaho,"022, seat b",state house,2020,0
idaho,"023, seat a",state house,2020,0
idaho,"023, seat b",state house,2020,0
idaho,"024, seat a",state house,2020,0
idaho,"024, seat b",state house,2020,0
idaho,"025, seat a",state house,2020,0
idaho,"025, seat b",state house,2020,0
idaho,"026, seat a",state house,2020,1
idaho,"026, seat b",state house,2020,1
idaho,"027, seat a",state house,2020,0
idaho,"027, seat b",state house,2020,0
idaho,"028, seat a",state house,2020,0
idaho,"028, seat b",state house,2020,0
idaho,"029, seat a",state house,2020,0
idaho,"029, seat b",state house,2020,1
idaho,"030, seat a",state house,2020,0
idaho,"030, seat b",state house,2020,0
idaho,"031, seat a",state house,2020,0
idaho,"031, seat b",state house,2020,0
idaho,"032, seat a",state house,2020,0
idaho,"032, seat b",state house,2020,0
idaho,"033, seat a",state house,2020,0
idaho,"033, seat b",state house,2020,0
idaho,"034, seat a",state house,2020,0
idaho,"034, seat b",state house,2020,0
idaho,"035, seat a",state house,2020,0
idaho,"035, seat b",state house,2020,0
illinois,001,state house,2020,1
illinois,002,state house,2020,1
illinois,003,state house,2020,1
illinois,004,state house,2020,1
illinois,005,state house,2020,1
illinois,006,state house,2020,1
illinois,007,state house,2020,1
illinois,008,state house,2020,1
illinois,009,state house,2020,1
illinois,010,state house,2020,1
illinois,011,state house,2020,1
illinois,012,state house,2020,1
illinois,013,state house,2020,1
illinois,014,state house,2020,1
illinois,015,state house,2020,1
illinois,016,state house,2020,1
illinois,017,state house,2020,1
illinois,018,state house,2020,1
illinois,019,state house,2020,1
illinois,020,state house,2020,0
illinois,021,state house,2020,1
illinois,022,state house,2020,1
illinois,023,state house,2020,1
illinois,024,state house,2020,1
illinois,025,state house,2020,1
illinois,026,state house,2020,1
illinois,027,state house,2020,1
illinois,028,state house,2020,1
illinois,029,state house,2020,1
illinois,030,state house,2020,1
illinois,031,state house,2020,1
illinois,032,state house,2020,1
illinois,033,state house,2020,1
illinois,034,state house,2020,1
illinois,035,state house,2020,1
illinois,036,state house,2020,1
illinois,037,state house,2020,0
illinois,038,state house,2020,1
illinois,039,state house,2020,1
illinois,040,state house,2020,1
illinois,041,state house,2020,1
illinois,042,state house,2020,0
illinois,043,state house,2020,1
illinois,044,state house,2020,1
illinois,045,state house,2020,0
illinois,046,state house,2020,1
illinois,047,state house,2020,0
illinois,048,state house,2020,1
illinois,049,state house,2020,1
illinois,050,state house,2020,0
illinois,051,state house,2020,0
illinois,052,state house,2020,0
illinois,053,state house,2020,1
illinois,054,state house,2020,0
illinois,055,state house,2020,1
illinois,056,state house,2020,1
illinois,057,state house,2020,1
illinois,058,state house,2020,1
illinois,059,state house,2020,1
illinois,060,state house,2020,1
illinois,061,state house,2020,1
illinois,062,state house,2020,1
illinois,063,state house,2020,0
illinois,064,state house,2020,0
illinois,065,state house,2020,0
illinois,066,state house,2020,1
illinois,067,state house,2020,1
illinois,068,state house,2020,1
illinois,069,state house,2020,0
illinois,070,state house,2020,0
illinois,071,state house,2020,0
illinois,072,state house,2020,1
illinois,073,state house,2020,0
illinois,074,state house,2020,0
illinois,075,state house,2020,0
illinois,076,state house,2020,1
illinois,077,state house,2020,1
illinois,078,state house,2020,1
illinois,079,state house,2020,0
illinois,080,state house,2020,1
illinois,081,state house,2020,1
illinois,082,state house,2020,0
illinois,083,state house,2020,1
illinois,084,state house,2020,1
illinois,085,state house,2020,1
illinois,086,state house,2020,1
illinois,087,state house,2020,0
illinois,088,state house,2020,0
illinois,089,state house,2020,0
illinois,090,state house,2020,0
illinois,091,state house,2020,0
illinois,092,state house,2020,1
illinois,093,state house,2020,0
illinois,094,state house,2020,0
illinois,095,state house,2020,0
illinois,096,state house,2020,1
illinois,097,state house,2020,0
illinois,098,state house,2020,1
illinois,099,state house,2020,0
illinois,100,state house,2020,0
illinois,101,state house,2020,0
illinois,102,state house,2020,0
illinois,103,state house,2020,1
illinois,104,state house,2020,0
illinois,105,state house,2020,0
illinois,106,state house,2020,0
illinois,107,state house,2020,0
illinois,108,state house,2020,0
illinois,109,state house,2020,0
illinois,110,state house,2020,0
illinois,111,state house,2020,0
illinois,112,state house,2020,1
illinois,113,state house,2020,1
illinois,114,state house,2020,1
illinois,115,state house,2020,0
illinois,116,state house,2020,0
illinois,117,state house,2020,0
